Entity,Definition,Images
Poor health,Not found on Wikipedia,['Image not found']
Endoskeleton,"An endoskeleton (From Greek ἔνδον, éndon = ""within"", ""inner"" + σκελετός, skeletos = ""skeleton"") is an internal support structure of an animal, composed of mineralized tissue.","['https://upload.wikimedia.org/wikipedia/commons/3/33/Coccolithus_pelagicus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Skeletons.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Swordfish_skeleton.jpg']"
Human,"Humans (Homo sapiens) are the most common and widespread species of primate in the great ape family Hominidae, and also the most common species of primate overall.","['https://upload.wikimedia.org/wikipedia/commons/6/68/Akha_cropped_hires.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/af/All_Gizah_Pyramids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/An_old_age.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Anterior_view_of_human_female_and_male%2C_with_labels_2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Baby_playing_with_yellow_paint._Work_by_Dutch_artist_Peter_Klashorst_entitled_%22Experimental%22.jpg']"
Pseudopoda,Pseudopoda is a genus of Asian huntsman spiders that was first described by Peter Jäger in 2000.,"['https://upload.wikimedia.org/wikipedia/commons/2/23/Pseudopoda.spirembolus.male.-.tanikawa.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png']"
Electrical conductor,"In physics and electrical engineering, a conductor is an object or type of material that allows the flow of charge (electric current) in one or more directions.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Electrical_wires_near_Putim.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Resistivity_geometry.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/VFPt_Solenoid_correct2.svg']"
Darkness,"Darkness, the direct opposite of lightness, is defined as a lack of illumination, an absence of visible light, or a surface that absorbs light, such as black.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Creation_of_Light.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Dividing_Light_from_Darkness.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Pangaea,Pangaea or Pangea () was a supercontinent that existed during the late Paleozoic and early Mesozoic eras.,"['https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Afro-Eurasia_%28orthographic_projection%29_political.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Alfred_Wegener_-_Pangaea.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Alfred_Wegener_ca.1924-30.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Americas_%28orthographic_projection%29.svg']"
Fragile layer,Not found on Wikipedia,['Image not found']
Reproduction,"Reproduction (or procreation or breeding) is the biological process by which new individual organisms – ""offspring"" – are produced from their ""parent"" or parents.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Evolsex-dia1a.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Hoverflies_mating_midair.jpg']"
Energy level,"A quantum mechanical system or particle that is bound—that is, confined spatially—can only take on certain discrete values of energy, called energy levels.","['https://upload.wikimedia.org/wikipedia/commons/6/6e/Atomic_Absorption_%28hv_corrected%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Energy_levels.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Hydrogen_Density_Plots.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Year Seven,Not found on Wikipedia,['Image not found']
Vibrato,"Vibrato (Italian, from past participle of ""vibrare"", to vibrate) is a musical effect consisting of a regular, pulsating change of pitch.","['https://upload.wikimedia.org/wikipedia/commons/9/93/Amplitudenmodulation.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Frequenzmodulation.ogg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Gnome-mime-sound-openclipart.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Loudspeaker.svg']"
Biodiversity 7,Not found on Wikipedia,['Image not found']
Physical process,Not found on Wikipedia,['Image not found']
Explosive,"An explosive (or explosive material) is a reactive substance that contains a great amount of potential energy that can produce an explosion if released suddenly, usually accompanied by the production of light, heat, sound, and pressure.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/17._%D0%95%D0%BA%D1%81%D0%BF%D0%BB%D0%BE%D0%B7%D0%B8%D0%B2%D0%BD%D0%B8_%D1%81%D0%B2%D0%BE%D1%98%D1%81%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0_%D1%82%D1%80%D0%B8_%D1%80%D0%B0%D0%B7%D0%BB%D0%B8%D1%87%D0%BD%D0%B8_%D1%82%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8_%D0%B5%D0%BA%D1%81%D0%BF%D0%BB%D0%BE%D0%B7%D0%B8%D0%B2%D0%B8.webm', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Blast_Area_Security.webm', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/GHS-pictogram-explos.svg']"
Chloroplast,A chloroplast () is a type of membrane-bound organelle known as a plastid that conducts photosynthesis mostly in plant and algal cells.,"['https://upload.wikimedia.org/wikipedia/commons/8/89/20110123_185042_Diatom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/AMP_Capo_Gallo_030_Peyssonnelia_squamaria.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Adenine_Deaminates_to_Guanine.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Bornetia_secundiflora_herbarium_item.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Bryum_capillare_leaf_cells.jpg']"
 irreversible process,"In science, a process that is not reversible is called irreversible.","['https://upload.wikimedia.org/wikipedia/commons/9/94/Adiabatic-irrevisible-state-change.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Human waste,"Human waste (or human excreta) refers to the waste products of the human digestive system, menses, and human metabolism including urine and faeces.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Bedrijfsafval.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Foodborne illness,"Foodborne illness (also foodborne disease and food poisoning) is any illness resulting from the spoilage of contaminated food by pathogenic bacteria, viruses, or parasites that contaminate food, as well as prions (the agents of mad cow disease), and toxins such as aflatoxins in peanuts, poisonous mushrooms, and various species of beans that have not been boiled for at least 10 minutes.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Food_Safety_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Foodinfridgetext.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Giardia_lamblia.jpg']"
News broadcasting,"News broadcasting is the medium of broadcasting various news events and other information via television, radio, or the internet in the field of broadcast journalism.","['https://upload.wikimedia.org/wikipedia/commons/3/36/Al_Jazeera_English_Newsdesk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Newspaper_nicu_buculei_01.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Pentagon_News_Sample.ogv']"
Physical law,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Earthquake,"An earthquake (also known as a quake, tremor or temblor) is the shaking of the surface of the Earth resulting from a sudden release of energy in the Earth's lithosphere that creates seismic waves.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/1755_Lisbon_earthquake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/2004-tsunami.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/2016_Central_Italy_earthquake_wide.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Comerio%2C_Luca_%281878-1940%29_-_Vittime_del_terremoto_di_Messina_%28dicembre_1908%29.jpg']"
Measurements of earthquakes,Not found on Wikipedia,['Image not found']
Chemical change,"Chemical changes occur when a substance combines with another to form a new substance, called chemical synthesis or, alternatively, chemical decomposition into two or more different substances.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Chemfm_carbon_monoxide_3_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Ligatio-covalens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Pi-Bond.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Green,Green is the color between cyan and yellow on the visible spectrum.,"['https://upload.wikimedia.org/wikipedia/commons/d/d9/1929_Birkin_Blower_Bentley_%28Ralph_Lauren%27s%29_at_Lime_Rock_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Australia_green_tree_frog_%28Litoria_caerulea%29_crop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/AustralianGreensLogo_official.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Baccara_Palette.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Billiard_table1.JPG']"
Tree,"In botany, a tree is a perennial plant with an elongated stem, or trunk, usually supporting branches and leaves.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/Ash_Tree_-_geograph.org.uk_-_590710.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Bombax_LalBagh.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Buk1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Claude_Monet%2C_Weeping_Willow.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Carbondioxide,Not found on Wikipedia,['Image not found']
Core marrow,Not found on Wikipedia,['Image not found']
Genetic engineering,"Genetic engineering, also called genetic modification or genetic manipulation, is the modification and  manipulation of an organism's genes using technology.","['https://upload.wikimedia.org/wikipedia/commons/a/ae/Agrobacterium-tumefaciens.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Applications_of_combinatorial_gene_circuit_optimization_strategies.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Breeding_transgenesis_cisgenesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Bt_plants.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Combustion,"Combustion, or burning, is a high-temperature exothermic redox chemical reaction between a fuel (the reductant) and an oxidant, usually atmospheric oxygen, that produces oxidized, often gaseous products, in a mixture termed as smoke.","['https://upload.wikimedia.org/wikipedia/commons/5/59/15._%D0%9E%D1%81%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D1%83%D0%B2%D0%B0%D1%9A%D0%B5_%D0%BD%D0%B0_%D0%B3%D0%BE%D0%BB%D0%B5%D0%BC%D0%BE_%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE_%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%98%D0%B0_%D0%BF%D1%80%D0%B8_%D1%81%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D1%83%D0%B0%D1%9A%D0%B5_%D0%B5%D1%82%D0%B0%D0%BD%D0%BE%D0%BB.webm', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Combustion_reaction_of_methane.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Disfig1.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Fire%2C_Fireplace%2C_Rostov-on-Don%2C_Russia.jpg']"
Gastrointestinal system disease,Not found on Wikipedia,['Image not found']
Mountain,"A mountain is an elevated portion of the Earth's crust, generally with steep sides that show significant exposed bedrock.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/080103_hakkai_fuji.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Everest_North_Face_toward_Base_Camp_Tibet_Luca_Galuzzi_2006.jpg']"
"Montgomery County, Maryland",Montgomery County is the most populous county in the state of Maryland.,"['https://upload.wikimedia.org/wikipedia/commons/c/c7/1101_Spring_Street_-_Silver_Spring%2C_Maryland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/2007_11_01_-_118%40Wisteria_-_EB_at_Wisteria.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/2019-07-12_11_25_04_View_north_along_Interstate_270_%28Washington_National_Pike%29_from_the_overpass_for_West_Gude_Drive_in_Rockville%2C_Montgomery_County%2C_Maryland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Bethesda_downtown_panorama.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Billy_Goat_B_Trail_8.jpg']"
Andromeda Galaxy,"The Andromeda Galaxy (IPA: ), also known as Messier 31, M31, or NGC 224 and originally the Andromeda Nebula, is a barred spiral galaxy with the diameter of about 46.56 kiloparsecs (152,000 light-years) approximately 765 kpc (2.5 million light-years) from Earth and the nearest large galaxy to the Milky Way.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/A_Swift_Tour_of_M31.ogv', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Andromeda_Galaxy_%28with_h-alpha%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Andromeda_Galaxy_560mm_FL.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Andromeda_Galaxy_M31_-_Heic1502a_10k.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Andromeda_Nebula_-_Isaac_Roberts%2C_29_December_1888.jpg']"
John F. Kennedy School of Government,Not found on Wikipedia,['Image not found']
Relative temperature,Not found on Wikipedia,['Image not found']
New matter,Not found on Wikipedia,['Image not found']
Mantle of Earth,Not found on Wikipedia,['Image not found']
Oven,An oven is a tool which is used to expose materials to a hot environment.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Double_oven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Four_%C3%A0_c%C3%A9ramique_-_Japan_Aur%C3%A9a_-_2011-0403-_P1070446.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Fresh_made_bread_05.jpg']"
Cloud cover,"Cloud cover (also known as cloudiness, cloudage, or cloud amount) refers to the fraction of the sky obscured by clouds on average when observed from a particular location.","['https://upload.wikimedia.org/wikipedia/commons/6/6f/Cloud_cover_over_France.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Cloud_cover_over_the_North_Atlantic_Ocean_3.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Global_tropical_cyclone_tracks-edit2.jpg']"
Chlorine,Chlorine is a chemical element with the symbol Cl and atomic number 17.,"['https://upload.wikimedia.org/wikipedia/commons/7/7a/Chloralkali_membrane.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Chlorate-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Chloride-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Chlorine_attack1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Chlorine_dioxide_gas_and_solution.jpg']"
Plant cell,"Plant cells are the cells present in green plants, photosynthetic eukaryotes of the kingdom Plantae.","['https://upload.wikimedia.org/wikipedia/commons/f/fc/Arabidopsis-epiderm-conidiospore-hyaloperonospora-parasitica.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Epidermal_Cells_of_Plant_Leaf..jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Newborn,Not found on Wikipedia,['Image not found']
Twin,Twins are two offspring produced by the same pregnancy.,"['https://upload.wikimedia.org/wikipedia/commons/a/a8/Chang-eng-bunker-PD.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Dichorionic_twins_with_heart_activity_at_8w5d_since_co-incubation.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Hereford_twins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Ibeyi_by_Maya_Dagnino_2.jpg']"
Snake poison,Not found on Wikipedia,['Image not found']
Human intestine,Not found on Wikipedia,['Image not found']
Free-tubed well,Not found on Wikipedia,['Image not found']
Scientific method,"The scientific method is an empirical method for acquiring knowledge that has characterized the development of science since at least the 17th century (with notable practitioners in previous centuries; see the article history of scientific method for additional detail.) It involves careful observation, applying rigorous skepticism about what is observed, given that cognitive assumptions can distort how one interprets the observation.","['https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/CMB_Timeline_No_Labels_or_WMAP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/DNA_icon_%2825x25%29.png', 'https://upload.wikimedia.org/wikipedia/commons/0/04/David_Deutsch.jpg']"
Hardness,"In materials science, hardness (antonym: softness) is a measure of the resistance to localized plastic deformation induced by either mechanical indentation or abrasion.","['https://upload.wikimedia.org/wikipedia/commons/8/8e/Close-packed_spheres.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Dislocation_edge_d2.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Stress-strain1.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Vickers-tester.jpg']"
Waste paper,Not found on Wikipedia,['Image not found']
Candle,"A candle is an ignitable wick embedded in wax, or another flammable solid substance such as tallow, that provides light, and in some cases, a fragrance.","['https://upload.wikimedia.org/wikipedia/commons/c/c9/7candles.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Anatomy_of_a_candle_flame.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Candle_Wick.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Candle_With_Gold_Stand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Candles.jpg']"
Volume,Volume is a measure of three-dimensional space.,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/%22How_to_Measure%22_diagram%2C_with_graduated_cylinder_measuring_fluid_drams%2C_1926.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Dolphin_triangle_mesh.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Integral_apl_rot_objem3.svg']"
Galvanizing,Not found on Wikipedia,['Image not found']
Irreversible process,"In science, a process that is not reversible is called irreversible.","['https://upload.wikimedia.org/wikipedia/commons/9/94/Adiabatic-irrevisible-state-change.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
History of technology,The history of technology is the history of the invention of tools and techniques and is one of the categories of world history.,"['https://upload.wikimedia.org/wikipedia/commons/0/0d/Agricola1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Axe_of_iron_from_Swedish_Iron_Age%2C_found_at_Gotland%2C_Sweden.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Design_for_a_Flying_Machine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Farming-on-Indonesia.jpg']"
Fire extinguishing system,Not found on Wikipedia,['Image not found']
Reproductive cell,Not found on Wikipedia,['Image not found']
Molecule,"A molecule is a group of two or more atoms held together by attractive forces known as chemical bonds; depending on context, the term may or may not include ions which satisfy this criterion.","['https://upload.wikimedia.org/wikipedia/commons/a/ad/Air_symbol_%28alchemical%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Atisane3.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Ch4_hybridization.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Volcano,"A volcano is a rupture in the crust of a planetary-mass object, such as Earth, that allows hot lava, volcanic ash, and gases to escape from a magma chamber below the surface.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/Aerial_image_of_Stromboli_%28view_from_the_northeast%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Capulin_1980_tde00005.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Erupci%C3%B3n_en_el_volc%C3%A1n_Sabancaya%2C_Per%C3%BA.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Izalco_Volcano.jpg']"
Light energy,Not found on Wikipedia,['Image not found']
Royal Geographical Society,"The Royal Geographical Society (with the Institute of British Geographers), often shortened to RGS, is a learned society and professional body for geography based in the United Kingdom.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Royal_Geographical_Society_Chartered_Geographer_Seal.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Royal_Geographical_Society_Circlet.png']"
Hydrochloric acid,"Hydrochloric acid, also known as  muriatic acid, is an aqueous solution of hydrogen chloride with the chemical formula HCl(aq).","['https://upload.wikimedia.org/wikipedia/commons/8/8e/Chloride-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg']"
Melvin Calvin,"Melvin Ellis Calvin (April 8, 1911 – January 8, 1997) was an American biochemist known for discovering the Calvin cycle along with Andrew Benson and James Bassham, for which he was awarded the 1961 Nobel Prize in Chemistry.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Melvin_Calvin_1960s.jpg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Kerala,Kerala (English:  KERR-ə-lə; Malayalam: [ke:ɾɐɭɐm] (listen)) is a state on the Malabar Coast of India.,"['https://upload.wikimedia.org/wikipedia/commons/e/e8/1652_Sanson_Map_of_India_-_Geographicus_-_India-sanson-1652.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/2006_Human_Development_Index_for_India_map_by_states%2C_HDI_data_by_GoI_and_UNDP_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Quilon_Syrian_copper_plates_%289th_century_AD%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/5_image_collage_of_floral_arrangement_during_the_Hindu_festival_of_Onam_Kerala.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Administrative_Divisions_of_Kerala_%282020%29.svg']"
Greenhouse effect,The greenhouse effect occurs when greenhouse gases in a planet's atmosphere trap some of the heat radiated from the planet's surface.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/191203_Furnaces_of_the_world_-_Popular_Mechanics_-_Global_warming.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Atmospheric_Transmission.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/CO2_H2O_absorption_atmospheric_gases_unique_pattern_energy_wavelengths_of_energy_transparent_to_others.png', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Change_in_Average_Temperature.svg']"
Maryland,Maryland (US:  (listen) MERR-il-ənd) is a state in the Mid-Atlantic region of the United States.,"['https://upload.wikimedia.org/wikipedia/commons/9/93/1732_map_of_Maryland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/2000_MD_Proof.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Annapolis2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Assateague_Island_horses_August_2009_4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/BESusan.JPG']"
