Entity,Definition,Images
Unisexual flower,Not found on Wikipedia,['Image not found']
Plate boundaries,Not found on Wikipedia,['Image not found']
Birds,Not found on Wikipedia,['Image not found']
Beta rays,Not found on Wikipedia,['Image not found']
Fig-2.10,Not found on Wikipedia,['Image not found']
Iron strip,Not found on Wikipedia,['Image not found']
Circular,Circular may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Steel rod,Not found on Wikipedia,['Image not found']
William Harvey,William Harvey (1 April 1578 – 3 June 1657) was an English physician who made influential contributions in anatomy and physiology.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Royal_College_of_Physicians_-_bust_of_William_Harvey.jpg']"
Pasteurised milk,Not found on Wikipedia,['Image not found']
Many people,Not found on Wikipedia,['Image not found']
Subject of discussion,Not found on Wikipedia,['Image not found']
Dry out,Not found on Wikipedia,['Image not found']
Neutral substances,Not found on Wikipedia,['Image not found']
Hot object,Not found on Wikipedia,['Image not found']
Between F2 and 2F2,Not found on Wikipedia,['Image not found']
Shoot tip,Not found on Wikipedia,['Image not found']
Slanting,Not found on Wikipedia,['Image not found']
Desert soil,Not found on Wikipedia,['Image not found']
Forest officers,Not found on Wikipedia,['Image not found']
One billionth of a second,Not found on Wikipedia,['Image not found']
Mango tree,Not found on Wikipedia,['Image not found']
Skin,"Skin is the layer of usually soft, flexible outer tissue covering the body of a vertebrate animal, with three main functions: protection, regulation, and sensation.Other animal coverings, such as the arthropod exoskeleton, have different developmental origin, structure and chemical composition.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/FrogSkin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Gray940.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Gray942.png']"
Metals,Not found on Wikipedia,['Image not found']
Flakes rice,Not found on Wikipedia,['Image not found']
Hot ovens,Not found on Wikipedia,['Image not found']
Equivalent resistor,Not found on Wikipedia,['Image not found']
Sucker,Sucker may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Special process,Not found on Wikipedia,['Image not found']
Grain,"A grain is a small, hard, dry fruit (caryopsis) – with or without an attached hull layer – harvested for human or animal consumption.","['https://upload.wikimedia.org/wikipedia/commons/1/12/Canola.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Dhaniyangal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Dinr%C3%AAyes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Fagopyrum_%D0%B3%D1%80%D0%B5%D1%87%D0%BA%D0%B0.jpg']"
Addiction,Addiction is generally a neuropsychological disorder defining pervasive and intense urge to engage in maladaptive behaviors providing immediate sensory rewards (e.g.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/An_alcoholic_man_with_delirium_Wellcome_L0060780_%28level_correction%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Brain_metabolism_and_drug_addiction.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg']"
Midrib,Not found on Wikipedia,['Image not found']
Adrenals,Not found on Wikipedia,['Image not found']
Cotton wool,Cotton wool consists of silky fibers taken from cotton plants in their raw state.,"['https://upload.wikimedia.org/wikipedia/commons/c/c9/Denim.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Esculaap4.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Hjul-_eller_k%C3%A4rr%C3%A5rder%2C_Nordisk_familjebok.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Vatta2.jpg']"
Football field,Football field or football pitch may refer to the playing areas of several codes of football:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Respiratory pigments,Not found on Wikipedia,['Image not found']
Rapid cell division,Not found on Wikipedia,['Image not found']
Magnesium hydroxide,Magnesium hydroxide is the inorganic compound with the chemical formula Mg(OH)2.,"['https://upload.wikimedia.org/wikipedia/commons/0/02/Brucite-169935.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Hydroxid_ho%C5%99e%C4%8Dnat%C3%BD.PNG', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Mg%28OH%292Xray.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg']"
Feed,Feed or The Feed may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Tripura,"Tripura (, Bengali:[ˈtri̯puraˈ] ) is a state in Northeast India.","['https://upload.wikimedia.org/wikipedia/commons/2/21/1487239146-tripura-assembly-fb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/AGARTALA_MAIN_STATION.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Agartala_Palace%2C_Tripura.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Bangladeshi.refugee.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Christianity_Symbol.svg']"
4. Gram,Not found on Wikipedia,['Image not found']
Algal toxins,Not found on Wikipedia,['Image not found']
Curry,"A curry is a dish with a sauce seasoned with spices, mainly associated with South Asian cuisine.","['https://upload.wikimedia.org/wikipedia/commons/7/70/Angamaly_mango_curry_with_mango.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Balti_gosht.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Buttermilk_curry_in_a_vessel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Chicken_Curry_1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Chicken_Tikka_Masala-01.jpg']"
Empty box,Not found on Wikipedia,['Image not found']
100 years,Not found on Wikipedia,['Image not found']
Human life expectancy,Not found on Wikipedia,['Image not found']
Assistant Production,Not found on Wikipedia,['Image not found']
Came from,Not found on Wikipedia,['Image not found']
Sludge,"Sludge is a semi-solid slurry that can be produced from a range of industrial processes, from water treatment, wastewater treatment or on-site sanitation systems.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Faecal_sludge_after_some_drying_%28stock_piling%29_-_this_is_the_feed_material_to_the_process_%288152055703%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/International_tidyman.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Law of conservation of mass,Not found on Wikipedia,['Image not found']
Surface of water,Not found on Wikipedia,['Image not found']
Suspensions,Not found on Wikipedia,['Image not found']
Cork,Cork or CORK may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Monsoons,Not found on Wikipedia,['Image not found']
Inorganic impurities,Not found on Wikipedia,['Image not found']
Displacement,Displacement may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
All classes,Not found on Wikipedia,['Image not found']
Static electricity,Static electricity is an imbalance of electric charges within or on the surface of a material or between materials.,"['https://upload.wikimedia.org/wikipedia/commons/e/e7/Airbus_A321-231_-_British_Airways_-_G-EUXH_-_EHAM_%285%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/AntiStatic-Wrist-Guard.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Antistatic_bag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Cat_demonstrating_static_cling_with_styrofoam_peanuts.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Stale food items,Not found on Wikipedia,['Image not found']
Marine ecosystems,Not found on Wikipedia,['Image not found']
Ocean,The ocean (also known as the sea or the world ocean) is a body of salt water that covers approximately 70.8% of the Earth and contains 97% of Earth's water.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Antarctic_bottom_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Bay_of_Fundy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Beach_plastic_waste_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Beach_plastic_waste_9.jpg']"
1995-2006,Not found on Wikipedia,['Image not found']
Earthquake,"An earthquake (also known as a quake, tremor or temblor) is the shaking of the surface of the Earth resulting from a sudden release of energy in the Earth's lithosphere that creates seismic waves.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/1755_Lisbon_earthquake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/2004-tsunami.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/2016_Central_Italy_earthquake_wide.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Comerio%2C_Luca_%281878-1940%29_-_Vittime_del_terremoto_di_Messina_%28dicembre_1908%29.jpg']"
Technological devices,Not found on Wikipedia,['Image not found']
30 million metric ton,Not found on Wikipedia,['Image not found']
Metallic base,Not found on Wikipedia,['Image not found']
Record,"A record, recording or records may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Deep ocean trenches,Not found on Wikipedia,['Image not found']
Fast,Fast or FAST may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
XY chromosomes,Not found on Wikipedia,['Image not found']
Entrepreneur,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Threats,Not found on Wikipedia,['Image not found']
Marine fish stocks,Not found on Wikipedia,['Image not found']
Main fiber,Not found on Wikipedia,['Image not found']
Figure 12.03,Not found on Wikipedia,['Image not found']
Pulses,Not found on Wikipedia,['Image not found']
Pathogens,Not found on Wikipedia,['Image not found']
Magnetism,"Magnetism is the class of physical attributes that are mediated by a magnetic field, which refers to the capacity to induce attractive and repulsive phenomena in other entities.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/A_man_is_violently_rubbed_with_magnets._Coloured_lithograph_Wellcome_V0011767.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Antiferromagnetic_ordering.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Blacksmith_at_the_anvil._Wellcome_L0005875.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Electromagnet.gif']"
Mountain slopes,Not found on Wikipedia,['Image not found']
Packet of mushrooms,Not found on Wikipedia,['Image not found']
Propyne,"Propyne (methylacetylene) is an alkyne with the chemical formula CH3C≡CH.  It is a component of MAPD gas—along with its isomer propadiene (allene), which was commonly used in gas welding.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Ethanol-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Nitrous-oxide-3D-balls.png']"
Volleyball,Volleyball is a team sport in which two teams of six players are separated by a net.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Algeria_and_Japan_women%27s_national_volleyball_team_at_the_2012_Summer_Olympics_%287913959028%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Beach_volley_at_Hietsu_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Bilateral_Espa%C3%B1a-Portugal_de_voleibol_-_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Both beakers,Not found on Wikipedia,['Image not found']
Microsecond,"A microsecond is a unit of time in the International System of Units (SI) equal to one millionth (0.000001 or 10−6 or 1⁄1,000,000) of a second.","['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Sun_earth_moon.png']"
Corrode,Not found on Wikipedia,['Image not found']
Table salt,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
Strong acids,This article should always redirect identically to wherever Strong acid redirects.,['Image not found']
Industrialization,Not found on Wikipedia,['Image not found']
Cavity,Cavity may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Extrusive rocks,Not found on Wikipedia,['Image not found']
NO,Not found on Wikipedia,['Image not found']
Quick burning,Not found on Wikipedia,['Image not found']
Fertilization,Not found on Wikipedia,['Image not found']
4 Ω resistance,Not found on Wikipedia,['Image not found']
Nomenclature,"Nomenclature (UK: , US: ) is a system of names or terms, or the rules for forming these terms in a particular field of arts or sciences.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Front side of cardboard,Not found on Wikipedia,['Image not found']
Contents,Not found on Wikipedia,['Image not found']
Hairy seed,Not found on Wikipedia,['Image not found']
Fig. 4.13,Not found on Wikipedia,['Image not found']
Aluminium pipe,Not found on Wikipedia,['Image not found']
Almost-free electron,Not found on Wikipedia,['Image not found']
Glass slide,Not found on Wikipedia,['Image not found']
Forma-35,Not found on Wikipedia,['Image not found']
Wall,"A wall is a structure and a surface that defines an area; carries a load; provides security, shelter, or soundproofing; or, is decorative.","['https://upload.wikimedia.org/wikipedia/commons/9/9f/214_King_-_demountable_walls_and_doors_%285277760889%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Algodones_sand-dune-fence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Beowulf_-_weall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Building-the-wall-2018.jpg']"
Plates,Not found on Wikipedia,['Image not found']
activity,Activity may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Passage of windpipe,Not found on Wikipedia,['Image not found']
Proper nutrition,Not found on Wikipedia,['Image not found']
Readily available,Not found on Wikipedia,['Image not found']
Tube B,Not found on Wikipedia,['Image not found']
Atmosphere of the earth,Not found on Wikipedia,['Image not found']
O',"O', O’, O`, O´, O‘ or Oʻ may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Curved path,Not found on Wikipedia,['Image not found']
Glass beaker,Not found on Wikipedia,['Image not found']
Electric wires,Not found on Wikipedia,['Image not found']
Self-sufficiency,Not found on Wikipedia,['Image not found']
2.5 mA,Not found on Wikipedia,['Image not found']
"7,000",Not found on Wikipedia,['Image not found']
Parks,Not found on Wikipedia,['Image not found']
Phagocytosis,"Phagocytosis (from Ancient Greek  φαγεῖν (phagein) 'to eat', and  κύτος (kytos) 'cell') is the process by which a cell uses its plasma membrane to engulf a large particle (≥ 0.5 μm), giving rise to an internal compartment called the phagosome.","['https://upload.wikimedia.org/wikipedia/commons/8/85/0309_Phagocytosis.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Neutrophil_with_anthrax_copy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Phagocytosis_and_Exocytosis.svg']"
Seismic zones,Not found on Wikipedia,['Image not found']
Centrosphere,Not found on Wikipedia,['Image not found']
Polar region,Not found on Wikipedia,['Image not found']
Solid carbon dioxide,Not found on Wikipedia,['Image not found']
Manures,Not found on Wikipedia,['Image not found']
Another magnet,Not found on Wikipedia,['Image not found']
Customer 2,Not found on Wikipedia,['Image not found']
Pivotal instruments,Not found on Wikipedia,['Image not found']
Unit of measurement,"A unit of measurement is a definite magnitude of a quantity, defined and adopted by convention or by law, that is used as a standard for measurement of the same kind of quantity.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Tabella_conversione_metrica_1860_MG_7771.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Unit%C3%A0_di_misura_-_Palazzo_della_Ragione_-_Padova.jpg']"
Fungicides,Not found on Wikipedia,['Image not found']
Soluble products of photosynthesis,Not found on Wikipedia,['Image not found']
Bhatia,Bhatia may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Carbon dioxide bubbles,Not found on Wikipedia,['Image not found']
Perpendicular,"In elementary geometry, two geometric objects are perpendicular if their intersection forms right angles (angles that are 90 degrees or π/2 radians wide) at the point of intersection called a foot.","['https://upload.wikimedia.org/wikipedia/commons/d/df/01-Rechter_Winkel_mittels_Thaleskreis.gif', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Perpendicular-coloured.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Perpendicular-construction.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Perpendicular_transversal_v3.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Stereographic_projection_in_3D.svg']"
Physical structure,Not found on Wikipedia,['Image not found']
Porous parts of rock,Not found on Wikipedia,['Image not found']
Bacterium,Not found on Wikipedia,"['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Starch,Starch or amylum is a polymeric carbohydrate consisting of numerous glucose units joined by glycosidic bonds.,"['https://upload.wikimedia.org/wikipedia/commons/9/94/A_Papuan_woman_extracts_starch_sago_from_the_spongy_center_of_the_palm_stems._%2817821831174%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/A_bottle_and_glass_of_wine.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/AdhesivesForHouseUse006.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Amylopektin_Sessel.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Amylose2.svg']"
Least distance of distinct vision,"In optometry, the least distance of distinct vision (LDDV) or the reference seeing distance (RSD) is the closest someone with ""normal"" vision (20/20 vision) can comfortably look at something.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/Focal-length.png', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Lens_triplet.svg']"
Large scale,Not found on Wikipedia,['Image not found']
Repelling,Not found on Wikipedia,['Image not found']
Scientific organization,Not found on Wikipedia,['Image not found']
Minimum force,Not found on Wikipedia,['Image not found']
Atom or group of atoms,Not found on Wikipedia,['Image not found']
Humming-birds,Not found on Wikipedia,['Image not found']
Fish breed,Not found on Wikipedia,['Image not found']
Flowing water,Not found on Wikipedia,['Image not found']
Modern instruments,Not found on Wikipedia,['Image not found']
Fresh-water,Not found on Wikipedia,['Image not found']
Rubbing,Not found on Wikipedia,['Image not found']
Barasingha,"The barasingha (Rucervus duvaucelii), also known as the swamp deer, is a deer species distributed in the Indian subcontinent.","['https://upload.wikimedia.org/wikipedia/commons/2/2c/BarasinghaAntler.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Barasingha_females.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Rucervus_duvaucelii_range_map.png', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Status_iucn3.1_VU.svg']"
Probable decision,Not found on Wikipedia,['Image not found']
Hands,Not found on Wikipedia,['Image not found']
Two opposite and equal forces,Not found on Wikipedia,['Image not found']
Large algae,Not found on Wikipedia,['Image not found']
Work process,Not found on Wikipedia,['Image not found']
Undissolved salt,Not found on Wikipedia,['Image not found']
Weak stem,Not found on Wikipedia,['Image not found']
Association,Association may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
0.1 m s-2,Not found on Wikipedia,['Image not found']
Force and Laws of Motion,Not found on Wikipedia,['Image not found']
0.2-0.3°C,Not found on Wikipedia,['Image not found']
Criminals,Not found on Wikipedia,['Image not found']
Litmus paper,Not found on Wikipedia,['Image not found']
Stationary car,Not found on Wikipedia,['Image not found']
Farms,Not found on Wikipedia,['Image not found']
Populous,Populous or populus may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
University of Delhi,Not found on Wikipedia,['Image not found']
Lengths,Not found on Wikipedia,['Image not found']
Individual,An individual is that which exists as a distinct entity.,"['https://upload.wikimedia.org/wikipedia/commons/7/73/Finnish_anti-vegetation_task_force_on_a_Baltic_sea_island.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Conservation attempt,Not found on Wikipedia,['Image not found']
Chemical matter,Not found on Wikipedia,['Image not found']
Extensions,Not found on Wikipedia,['Image not found']
Conveyor belt,A conveyor belt is the carrying medium of a belt conveyor system (often shortened to belt conveyor).,"['https://upload.wikimedia.org/wikipedia/commons/f/fa/AlbertaSulfurAtVancouverBC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Belt-conveyor-handling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Belt-conveyor-handling2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg']"
Symbol of element,Not found on Wikipedia,['Image not found']
Two way switch,Not found on Wikipedia,['Image not found']
Saturated fatty acids,Not found on Wikipedia,['Image not found']
Ozone layer,The ozone layer or ozone shield is a region of Earth's stratosphere that absorbs most of the Sun's ultraviolet  radiation.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Future_ozone_layer_concentrations.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Nimbus_ozone_Brewer-Dobson_circulation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Ozone_altitude_UV_graph.svg']"
Other students,Not found on Wikipedia,['Image not found']
Trans-boundary rivers,Not found on Wikipedia,['Image not found']
Fig. 7.6,Not found on Wikipedia,['Image not found']
solution,Solution may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Large,Large means of great size.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Outer mantle,Not found on Wikipedia,['Image not found']
Emergency treatment,Not found on Wikipedia,['Image not found']
Toothpastes,Not found on Wikipedia,['Image not found']
Activity 11.5,Not found on Wikipedia,['Image not found']
Bulb,"In botany, a bulb is structurally a short stem with fleshy leaves or leaf bases that function as food storage organs during dormancy.","['https://upload.wikimedia.org/wikipedia/commons/7/7c/Allium_fistulosum_bulbifera0.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Alliumvineale1web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Amaryllisbulb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg']"
Network,"Network, networking and networked may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
mobile phone,"A mobile phone (cellphone, etc.) is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area, as opposed to a fixed-location phone (landline phone).","['https://upload.wikimedia.org/wikipedia/commons/1/1f/2007Computex_e21Forum-MartinCooper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Active_mobile_broadband_subscriptions_2007-2014.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Android_phones.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Crowd_of_people_with_phones.jpg']"
Other edge,Not found on Wikipedia,['Image not found']
meter,Not found on Wikipedia,['Image not found']
Mouth,"In animal anatomy, the mouth, also known as the oral cavity, or in Latin cavum oriscode: lat promoted to code: la , is the opening through which many animals take in food and issue vocal sounds.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Australien-Krokodil.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Butterfly_tongue.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Knowledge of natural phenomena,Not found on Wikipedia,['Image not found']
Animal lipids,Not found on Wikipedia,['Image not found']
Natural calamities,Not found on Wikipedia,['Image not found']
