entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Water,Natural resource,Greenery,Environment,Suitable for living of,"Bangladesh is surrounded by greenery, where the soil, water, forests, and natural environment are suitable for the living of various types of organisms."
Forests,Natural resource,Greenery,Environment,Suitable for living of,"Bangladesh is surrounded by greenery, where the soil, water, forests, and natural environment are suitable for the living of various types of organisms."
Natural environment,Environment,Greenery,Environment,Suitable for living of,"Bangladesh is surrounded by greenery, where the soil, water, forests, and natural environment are suitable for the living of various types of organisms."
Various types of organisms,Organism,Natural environment,Environment,Living in,"Bangladesh is surrounded by greenery, where the soil, water, forests, and natural environment are suitable for the living of various types of organisms."
Sundarbans,Region,Bangladesh,Country,Located in,The rich biota of the Sundarbans and the underwater fauna of Cox's Bazar and Saint Martin's are all bio-resources of this country.
Underwater fauna,Organism group,Cox's Bazar,Region,Found in,The rich biota of the Sundarbans and the underwater fauna of Cox's Bazar and Saint Martin's are all bio-resources of this country.
Underwater fauna,Organism group,Saint Martin's,Region,Found in,The rich biota of the Sundarbans and the underwater fauna of Cox's Bazar and Saint Martin's are all bio-resources of this country.
Sundarbans,Region,Bio-resources,Resource type,Rich in,The rich biota of the Sundarbans and the underwater fauna of Cox's Bazar and Saint Martin's are all bio-resources of this country.
Cox's Bazar,Region,Bio-resources,Resource type,Underwater fauna,The rich biota of the Sundarbans and the underwater fauna of Cox's Bazar and Saint Martin's are all bio-resources of this country.
Saint Martin's,Region,Bio-resources,Resource type,Underwater fauna,The rich biota of the Sundarbans and the underwater fauna of Cox's Bazar and Saint Martin's are all bio-resources of this country.
Bangladesh,Country,Flowering plants,Organism,Collection of,"Bangladesh has a rich collection of flowering plants, fishes, amphibians, reptiles, birds and mammals."
Bangladesh,Country,Fishes,Organism,Collection of,"Bangladesh has a rich collection of flowering plants, fishes, amphibians, reptiles, birds and mammals."
Bangladesh,Country,Amphibians,Organism,Collection of,"Bangladesh has a rich collection of flowering plants, fishes, amphibians, reptiles, birds and mammals."
Bangladesh,Country,Reptiles,Organism,Collection of,"Bangladesh has a rich collection of flowering plants, fishes, amphibians, reptiles, birds and mammals."
Bangladesh,Country,Birds,Organism,Collection of,"Bangladesh has a rich collection of flowering plants, fishes, amphibians, reptiles, birds and mammals."
Bangladesh,Country,Mammals,Organism,Collection of,"Bangladesh has a rich collection of flowering plants, fishes, amphibians, reptiles, birds and mammals."
Natural forest areas,Location,Country,Geographical entity,Located in,The natural forest areas of the country are rich in biodiversity due to their location.
Biodiversity,Characteristic,Natural forest areas,Location,Due to,The natural forest areas of the country are rich in biodiversity due to their location.
Flowering plant species,Organism,Forests of Bangladesh,Location,Found in,"For example, more than 5000 flowering plant species are found in the forests of Bangladesh."
Forest regions,Geographical location,Chattogram,City,Located in,"Forest regions of Chattogram alone have about 2,260 plant species."
Plant species,Biological entity,Forest regions,Geographical location,Found in,"Forest regions of Chattogram alone have about 2,260 plant species."
Wood-producing plants,Plant type,Fibre-producing plants,Plant type,"Related by ""and""","These plants include wood-producing plants, fibre-producing plants and medicinal plants."
Fibre-producing plants,Plant type,Medicinal plants,Plant type,"Related by ""and""","These plants include wood-producing plants, fibre-producing plants and medicinal plants."
Wood-producing plants,Plant type,Medicinal plants,Plant type,"Related by ""and""","These plants include wood-producing plants, fibre-producing plants and medicinal plants."
Mammals,Animal species,Bangladesh,Country,Identified in,"So far, 132 species of mammals, 578 species of birds, 154 species of reptiles and 19 species of amphibians have been identified in Bangladesh."
Birds,Animal species,Bangladesh,Country,Identified in,"So far, 132 species of mammals, 578 species of birds, 154 species of reptiles and 19 species of amphibians have been identified in Bangladesh."
Reptiles,Animal species,Bangladesh,Country,Identified in,"So far, 132 species of mammals, 578 species of birds, 154 species of reptiles and 19 species of amphibians have been identified in Bangladesh."
Amphibians,Animal species,Bangladesh,Country,Identified in,"So far, 132 species of mammals, 578 species of birds, 154 species of reptiles and 19 species of amphibians have been identified in Bangladesh."
Indus-Gangetic Plain,Geographical location,Pakistan,Country,Covers part of,"Indus-Gangetic Plain The Indus-Gangetic Plain is a large fertile plain that covers part of Pakistan, most of northern and eastern India, and almost all of Bangladesh."
Indus-Gangetic Plain,Geographical location,India,Country,Covers most of northern and eastern,"Indus-Gangetic Plain The Indus-Gangetic Plain is a large fertile plain that covers part of Pakistan, most of northern and eastern India, and almost all of Bangladesh."
Indus-Gangetic Plain,Geographical location,Bangladesh,Country,Covers almost all of,"Indus-Gangetic Plain The Indus-Gangetic Plain is a large fertile plain that covers part of Pakistan, most of northern and eastern India, and almost all of Bangladesh."
Indus,River,Region,Geographical area,Flows through,The region is named after the rivers Indus and Ganges that flow through the region.
