entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Coal,Fossil fuel,Petroleum,Fossil fuel,Similar to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Coal,Fossil fuel,Natural gas,Fossil fuel,Compared to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Coal,Fossil fuel,Petroleum,Fossil fuel,Compared to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Coal,Fossil fuel,Structure,Characteristic,Different from,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Natural gas,Fossil fuel,Coal,Fossil fuel,Similar to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Natural gas,Fossil fuel,Petroleum,Fossil fuel,Similar to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Natural gas,Fossil fuel,Coal,Fossil fuel,Compared to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Natural gas,Fossil fuel,Petroleum,Fossil fuel,Compared to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Petroleum,Fossil fuel,Coal,Fossil fuel,Similar to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Petroleum,Fossil fuel,Natural gas,Fossil fuel,Similar to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Petroleum,Fossil fuel,Coal,Fossil fuel,Compared to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Petroleum,Fossil fuel,Natural gas,Fossil fuel,Compared to,"Although coal is a fossil fuel like natural gas and petroleum, the structure of coal is different from that of natural gas and petroleum."
Coal,Substance,Decay,Process,Formed from,"Coal was formed from the decay of huge fem, shrubs, algae and other plants that grew in swampy and marshy land 350 million years ago."
Huge ferns,Plant,Coal,Substance,Decayed to form,"Coal was formed from the decay of huge fem, shrubs, algae and other plants that grew in swampy and marshy land 350 million years ago."
Shrubs,Plant,Coal,Substance,Decayed to form,"Coal was formed from the decay of huge fem, shrubs, algae and other plants that grew in swampy and marshy land 350 million years ago."
Algae,Plant,Coal,Substance,Decayed to form,"Coal was formed from the decay of huge fem, shrubs, algae and other plants that grew in swampy and marshy land 350 million years ago."
Plants,Organism,Swampy and marshy land,Environment,Grew in,"Coal was formed from the decay of huge fem, shrubs, algae and other plants that grew in swampy and marshy land 350 million years ago."
Swampy and marshy land,Environment,Coal,Substance,Location of plant growth,"Coal was formed from the decay of huge fem, shrubs, algae and other plants that grew in swampy and marshy land 350 million years ago."
350 million years ago,Time period,Coal,Substance,Time of formation,"Coal was formed from the decay of huge fem, shrubs, algae and other plants that grew in swampy and marshy land 350 million years ago."
Carbon,Element,Organic substances,Chemical compound,Present in,The carbon present in organic substances of plants accumulated on the bottom of the wetlands.
Plants,Organism,Organic substances,Chemical compound,Produced by,The carbon present in organic substances of plants accumulated on the bottom of the wetlands.
Organic substances,Chemical compound,Wetlands,Ecosystem,Accumulated on,The carbon present in organic substances of plants accumulated on the bottom of the wetlands.
Bottom,Location,Wetlands,Ecosystem,Located at,The carbon present in organic substances of plants accumulated on the bottom of the wetlands.
Carbon layer,Material,Sediment,Material,Buried under,The carbon layer accumu- lated in this way was buried under the sediment of silt and mud and became anaerobic gradually.
Carbon layer,Material,Silt,Material,Buried under,The carbon layer accumu- lated in this way was buried under the sediment of silt and mud and became anaerobic gradually.
Carbon layer,Material,Mud,Material,Buried under,The carbon layer accumu- lated in this way was buried under the sediment of silt and mud and became anaerobic gradually.
Carbon layer,Material,Anaerobic environment,Environment,Became gradually,The carbon layer accumu- lated in this way was buried under the sediment of silt and mud and became anaerobic gradually.
Carbon layer,Material,Peat,Material,Transformed into,"Initially the carbon layer decayed to a wet, spongy, porous and humus like material called peat."
Peat,Material,Coal,Material,Converted into,"Later on, with high pressure and tempera- ture, peat was converted into carbon enriched coal."
Lignite coal,Type of coal,Bituminous coal,Type of coal,Different from,"Our Resources 187 There are three types of coal and they are: Lignite coal, Bituminous coal and Anthracite coal."
Lignite coal,Type of coal,Anthracite coal,Type of coal,Different from,"Our Resources 187 There are three types of coal and they are: Lignite coal, Bituminous coal and Anthracite coal."
Bituminous coal,Type of coal,Anthracite coal,Type of coal,Different from,"Our Resources 187 There are three types of coal and they are: Lignite coal, Bituminous coal and Anthracite coal."
Anthracite,Coal type,Carbon,Element,Contains,Anthracite is the oldest and hardest coal which formed 350 million years ago and it contains approximately 95% of carbon.
Anthracite,Coal type,350 million years ago,Time period,Formed,Anthracite is the oldest and hardest coal which formed 350 million years ago and it contains approximately 95% of carbon.
Bituminous coal,Coal type,Carbon,Element,Contains,Bituminous coal is 300 million years old and the carbon content in this coal is 50-80%.
Bituminous coal,Coal type,Age,Time period,Is,Bituminous coal is 300 million years old and the carbon content in this coal is 50-80%.
Age,Time period,300 million years,Measurement unit,Old,Bituminous coal is 300 million years old and the carbon content in this coal is 50-80%.
Lignite coal,Coal type,Carbon,Element,Contains,Lignite coal is 150 million years old and it contains maximum 50% of carbon.
Lignite coal,Coal type,Age,Time period,Is,Lignite coal is 150 million years old and it contains maximum 50% of carbon.
Coal,Mineral,Machines,Tool,Extracted with the help of,Processing Coal is extracted from mine with the help of machines.
Mine,Location,Coal,Mineral,Extracted from,Processing Coal is extracted from mine with the help of machines.
Layers of coal,Natural resource,Earth surface,Geological feature,Occur near,Usually layers of coal occur near the earth surface and that is why open pit mining is mostly used.
Open pit mining,Mining method,Layers of coal,Natural resource,Mostly used for,Usually layers of coal occur near the earth surface and that is why open pit mining is mostly used.
Coal,Mineral,Ground,Location,Extracted from,"After extraction from the ground, coal is transported to the processing plant by a conveyor belt and impurities such as dirt, rock parti- cles, ash, sulphur etc."
Conveyor belt,Machine,Processing plant,Building,Transports coal to,"After extraction from the ground, coal is transported to the processing plant by a conveyor belt and impurities such as dirt, rock parti- cles, ash, sulphur etc."
Impurities,Substance,Coal,Mineral,Found in,"After extraction from the ground, coal is transported to the processing plant by a conveyor belt and impurities such as dirt, rock parti- cles, ash, sulphur etc."
Coal,Fuel,Brick kilns,Equipment,Used in,"In Bangladesh, coal is mostly used in brick kilns as a fuel."
Coal,Material,Fuel,Substance,Used as,Small amount of coal is used as fuel in industry and residential purposes.
Coal,Material,Industry,Sector,Used in,Small amount of coal is used as fuel in industry and residential purposes.
Coal,Material,Residential purposes,Purpose,Used for,Small amount of coal is used as fuel in industry and residential purposes.
Coal,Fuel,Electricity,Energy type,Used for producing,"Although coal is not used much for producing electricity in Bangladesh, most of the countries in the world use coal for that."
Bangladesh,Country,Electricity,Energy type,Not much used for producing,"Although coal is not used much for producing electricity in Bangladesh, most of the countries in the world use coal for that."
Countries,Group of nations,Coal,Fuel,Use for producing,"Although coal is not used much for producing electricity in Bangladesh, most of the countries in the world use coal for that."
Coal,Material,Hotels,Business,Used in,"In addition, coal is used in hotels and restaurants to make smoked food items such as Kabab."
Coal,Material,Restaurants,Business,Used in,"In addition, coal is used in hotels and restaurants to make smoked food items such as Kabab."
Smoked food items,Food item,Coal,Material,Made from,"In addition, coal is used in hotels and restaurants to make smoked food items such as Kabab."
Goldsmiths,Profession,Coal,Fuel,Use for,Goldsmiths and blacksmiths use coal as a fuel to melt metals.
Blacksmiths,Profession,Coal,Fuel,Use for,Goldsmiths and blacksmiths use coal as a fuel to melt metals.
Coal,Fuel,Metals,Material,Melt with,Goldsmiths and blacksmiths use coal as a fuel to melt metals.
Natural fuels,Resource,Renewable fuel,Resource,Can replace,Use of Renewable Fuel to Conserve Natural Fuel All the natural fuels discussed above will exhaust one day.
Renewable fuel,Resource,Natural fuels,Resource,Alternative to,Use of Renewable Fuel to Conserve Natural Fuel All the natural fuels discussed above will exhaust one day.
Conservation,Activity,Natural fuels,Resource,Required for,Use of Renewable Fuel to Conserve Natural Fuel All the natural fuels discussed above will exhaust one day.
Conservation,Activity,Renewable fuel,Resource,Promotes,Use of Renewable Fuel to Conserve Natural Fuel All the natural fuels discussed above will exhaust one day.
I,Pronoun,Tokyo,Location,Near,"i, ii and ill Science Near the nu.clear power plants in Tok.yo, no plant grows well other than mushroom."
Nuclear power plants,Facility,Tokyo,Location,In,"i, ii and ill Science Near the nu.clear power plants in Tok.yo, no plant grows well other than mushroom."
Plant,Organism,Tokyo,Location,Does not grow well,"i, ii and ill Science Near the nu.clear power plants in Tok.yo, no plant grows well other than mushroom."
Mushroom,Organism,Tokyo,Location,Grows well,"i, ii and ill Science Near the nu.clear power plants in Tok.yo, no plant grows well other than mushroom."
Chloroplasts,Organelle,Plant cells,Cell type,Located in,189 5.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,189 5.
Thylakoids,Membrane,Chloroplasts,Organelle,within,189 5.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,189 5.
Soil particles,Object,Size,Characteristic,Has size,The size of soil particles is big.
Water drainage,Physical phenomenon,Fast,Speed,Is,Water drainage is very fast.
Shaheen,Person,Area,Location,Lives in,"On the o1her hand, soil in the area where Shaheen lives has small particles but enriched with organic and minc:ral substances."
Soil,Natural resource,Area,Location,Located in,"On the o1her hand, soil in the area where Shaheen lives has small particles but enriched with organic and minc:ral substances."
Small particles,Physical object,Soil,Natural resource,Composes of,"On the o1her hand, soil in the area where Shaheen lives has small particles but enriched with organic and minc:ral substances."
Organic substances,Chemical compound,Soil,Natural resource,Enriched with,"On the o1her hand, soil in the area where Shaheen lives has small particles but enriched with organic and minc:ral substances."
Mineral substances,Chemical compound,Soil,Natural resource,Enriched with,"On the o1her hand, soil in the area where Shaheen lives has small particles but enriched with organic and minc:ral substances."
Natural disasters,Event,Flood,Event,Type of disaster,"Chapter Nine Living with Disaster Natural disasten like flood, cyclone, drought and so forth arc vr::ry common in Bangladesh."
Natural disasters,Event,Cyclone,Event,Type of disaster,"Chapter Nine Living with Disaster Natural disasten like flood, cyclone, drought and so forth arc vr::ry common in Bangladesh."
Natural disasters,Event,Drought,Event,Type of disaster,"Chapter Nine Living with Disaster Natural disasten like flood, cyclone, drought and so forth arc vr::ry common in Bangladesh."
Bangladesh,Location,Natural disasters,Event,Occurs in,"Chapter Nine Living with Disaster Natural disasten like flood, cyclone, drought and so forth arc vr::ry common in Bangladesh."
Climate change,Environmental issue,Bangladesh,Country,Affects,The effects of climate change have already become visible in Bangladesh and these are as follows: Seasonal variation Bangladesh is a land of six seasons and each season had its own characteristis.
Bangladesh,Country,Seasonal variation,Climate phenomenon,Experiences,The effects of climate change have already become visible in Bangladesh and these are as follows: Seasonal variation Bangladesh is a land of six seasons and each season had its own characteristis.
Bangladesh,Country,Six seasons,Climate phenomenon,Has,The effects of climate change have already become visible in Bangladesh and these are as follows: Seasonal variation Bangladesh is a land of six seasons and each season had its own characteristis.
Seasons,Climate phenomenon,Characteristics,Attribute,Have,The effects of climate change have already become visible in Bangladesh and these are as follows: Seasonal variation Bangladesh is a land of six seasons and each season had its own characteristis.
Ashar,Person,Rainy season,Season,Makes,"Though Ashar and Shraban make rainy season, heavy rainfall is occurring in the month of Ashwin and this is causing untimely flood."
Shraban,Person,Rainy season,Season,Makes,"Though Ashar and Shraban make rainy season, heavy rainfall is occurring in the month of Ashwin and this is causing untimely flood."
Heavy rainfall,Weather event,Month of Ashwin,Time period,Occurring in,"Though Ashar and Shraban make rainy season, heavy rainfall is occurring in the month of Ashwin and this is causing untimely flood."
Untimely flood,Natural disaster,Heavy rainfall,Weather event,Causing,"Though Ashar and Shraban make rainy season, heavy rainfall is occurring in the month of Ashwin and this is causing untimely flood."
Winter temperature,Weather condition,Northern part of the country,Geographical location,Located in,"Similarly, winter temperature especially in the northern part of the country becomes very low."
Flood,Natural disaster,Bangladesh,Country,Occurs in,"Flood Flood is a common annual phenomenon in Bangladesh, a land of river."
Agricultural land,Land type,Flood,Natural disaster,Affects,In many cases it is beneficial because flood results in siltation on agricultural land and increases its fertility leading to better crop production.
Flood,Natural disaster,Siltation,Process,Results in,In many cases it is beneficial because flood results in siltation on agricultural land and increases its fertility leading to better crop production.
Siltation,Process,Agricultural land,Land type,Leads to,In many cases it is beneficial because flood results in siltation on agricultural land and increases its fertility leading to better crop production.
Siltation,Process,Fertility,Property,Increases,In many cases it is beneficial because flood results in siltation on agricultural land and increases its fertility leading to better crop production.
Fertility,Property,Crop production,Outcome,Leads to,In many cases it is beneficial because flood results in siltation on agricultural land and increases its fertility leading to better crop production.
Agricultural land,Land type,Crop production,Outcome,Affects,In many cases it is beneficial because flood results in siltation on agricultural land and increases its fertility leading to better crop production.
Floods,Natural disaster,Climate change,Phenomenon,Caused by,"However, nowadays, due to climate change, frequent and devastating floods are occurring."
Floods,Natural disaster,Past,Time period,Occurred in,Such destructive floods occurred in the past also but they were less frequent.
Past,Time period,Floods,Natural disaster,Occurred with,Such destructive floods occurred in the past also but they were less frequent.
1988,Year,Catastrophic floods,Event,Occurred in,"In 1988, 1995, 1998 and 2005 catastrophic floods caused a huge loss to lives and properties."
1995,Year,Catastrophic floods,Event,Occurred in,"In 1988, 1995, 1998 and 2005 catastrophic floods caused a huge loss to lives and properties."
1998,Year,Catastrophic floods,Event,Occurred in,"In 1988, 1995, 1998 and 2005 catastrophic floods caused a huge loss to lives and properties."
2005,Year,Catastrophic floods,Event,Occurred in,"In 1988, 1995, 1998 and 2005 catastrophic floods caused a huge loss to lives and properties."
Catastrophic floods,Event,Lives,Entity,Caused loss to,"In 1988, 1995, 1998 and 2005 catastrophic floods caused a huge loss to lives and properties."
Catastrophic floods,Event,Properties,Entity,Caused loss to,"In 1988, 1995, 1998 and 2005 catastrophic floods caused a huge loss to lives and properties."
Dhaka,City,Flood-prone,Area,Not,"Even the areas like Dhaka, Jessore which usually are not flood-prone, being inundated currently."
Jessore,City,Flood-prone,Area,Not,"Even the areas like Dhaka, Jessore which usually are not flood-prone, being inundated currently."
Dhaka,City,Jessore,City,Both mentioned in sentence,"Even the areas like Dhaka, Jessore which usually are not flood-prone, being inundated currently."
Dhaka,City,Inundated,Condition,Currently,"Even the areas like Dhaka, Jessore which usually are not flood-prone, being inundated currently."
Jessore,City,Inundated,Condition,Currently,"Even the areas like Dhaka, Jessore which usually are not flood-prone, being inundated currently."
Flood-prone,Area,Inundated,Condition,Currently,"Even the areas like Dhaka, Jessore which usually are not flood-prone, being inundated currently."
River Erosion,Natural process,Riverbank,Landform,Erodes,River Erosion Erosion of riverbank is a normal incident in Bangladesh (Fig: 9.01).
Bangladesh,Country,Riverbank,Landform,Located in,River Erosion Erosion of riverbank is a normal incident in Bangladesh (Fig: 9.01).
People,Person,Homes,Building,Losing,People who are losing there homes are leading inhuman life like nomads or in slums of towns and cities.
People,Person,Life,Concept,Leading,People who are losing there homes are leading inhuman life like nomads or in slums of towns and cities.
Nomads,Group of people,Life,Concept,Living like,People who are losing there homes are leading inhuman life like nomads or in slums of towns and cities.
Slums,Area,Towns,City,Located in,People who are losing there homes are leading inhuman life like nomads or in slums of towns and cities.
Padma,River,Land,Natural resource,Engulfed,"From a study, it is seen that in last tbreo dec:ades, about 180,000 hectares of •0 land has been engulfed by only 2 5 C=::=~'_!::.::::_~_J three big rivers- the Padma, the Jernuna .rnd the Meghna."
Jamuna,River,Land,Natural resource,Engulfed,"From a study, it is seen that in last tbreo dec:ades, about 180,000 hectares of •0 land has been engulfed by only 2 5 C=::=~'_!::.::::_~_J three big rivers- the Padma, the Jernuna .rnd the Meghna."
Meghna,River,Land,Natural resource,Engulfed,"From a study, it is seen that in last tbreo dec:ades, about 180,000 hectares of •0 land has been engulfed by only 2 5 C=::=~'_!::.::::_~_J three big rivers- the Padma, the Jernuna .rnd the Meghna."
"180,000 hectares",Area,Land,Natural resource,Engulfed,"From a study, it is seen that in last tbreo dec:ades, about 180,000 hectares of •0 land has been engulfed by only 2 5 C=::=~'_!::.::::_~_J three big rivers- the Padma, the Jernuna .rnd the Meghna."
Sea water,Water body,Main land,Land body,Intrudes to,"As a result, sea water will intrude to main lend and the salinity of irurface water, ground water and agricultural land will increase."
Salinity,Chemical property,Surface water,Water body,Increases,"As a result, sea water will intrude to main lend and the salinity of irurface water, ground water and agricultural land will increase."
Salinity,Chemical property,Ground water,Water body,Increases,"As a result, sea water will intrude to main lend and the salinity of irurface water, ground water and agricultural land will increase."
Salinity,Chemical property,Agricultural land,Land body,Increases,"As a result, sea water will intrude to main lend and the salinity of irurface water, ground water and agricultural land will increase."
Scarcity of water,Environmental condition,Cultivation,Activity,Affected by,"In that situation, there will be scarcity of water in one hand, on the other hand, due to increased salinity cultivation will be hampered."
Increased salinity,Environmental condition,Cultivation,Activity,Affected by,"In that situation, there will be scarcity of water in one hand, on the other hand, due to increased salinity cultivation will be hampered."
Land,Physical object,South-west part of Bangladesh,Region,Located in,"about 830,000 hec~s of land in south-westmi part of Bangladesh has already become unsuitable for cultivation."
Cultivation,Activity,Land,Physical object,Performed on,"about 830,000 hec~s of land in south-westmi part of Bangladesh has already become unsuitable for cultivation."
Bangladesh,Country,Climate change,Phenomenon,Causes,"Therefore, due to climate change leading to increased salinity in water, Bangladesh will be in a great risk regarding food security."
Increased salinity,Environmental condition,Water,Natural resource,Leads to,"Therefore, due to climate change leading to increased salinity in water, Bangladesh will be in a great risk regarding food security."
Bangladesh,Country,Food security,Concept,At risk,"Therefore, due to climate change leading to increased salinity in water, Bangladesh will be in a great risk regarding food security."
Food production,Product,Year 2100,Time,Reduction by,"As per expert opinion, 30%, of food production will be reduced by the year 2100, whereas 8.8% of ric:e production and 32% of wheat production will be reduced by 2050 due to climate change."
Rice production,Product,2050,Time,Reduction by 8.8%,"As per expert opinion, 30%, of food production will be reduced by the year 2100, whereas 8.8% of ric:e production and 32% of wheat production will be reduced by 2050 due to climate change."
Wheat production,Product,2050,Time,Reduction by 32%,"As per expert opinion, 30%, of food production will be reduced by the year 2100, whereas 8.8% of ric:e production and 32% of wheat production will be reduced by 2050 due to climate change."
Climate change,Environmental factor,Food production,Product,Cause of reduction,"As per expert opinion, 30%, of food production will be reduced by the year 2100, whereas 8.8% of ric:e production and 32% of wheat production will be reduced by 2050 due to climate change."
Climate change,Environmental factor,Rice production,Product,Cause of reduction,"As per expert opinion, 30%, of food production will be reduced by the year 2100, whereas 8.8% of ric:e production and 32% of wheat production will be reduced by 2050 due to climate change."
Climate change,Environmental factor,Wheat production,Product,Cause of reduction,"As per expert opinion, 30%, of food production will be reduced by the year 2100, whereas 8.8% of ric:e production and 32% of wheat production will be reduced by 2050 due to climate change."
Khulna,District,South-western part,Region,Located in,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
Sathkhira Districts,District,South-western part,Region,Located in,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
Agricultural land,Land type,Khulna,District,Located in,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
Saline water,Water type,Khulna,District,Affects,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
Saline water,Water type,Sathkhira Districts,District,Affects,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
Saline water,Water type,Agricultural land,Land type,Affects,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
Saline water,Water type,Agricultural land,Land type,Affects,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
2100,Year,Saline water,Water type,Related to,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
2010,Year,Saline water,Water type,Related to,"Khulna and Sathkhira Districts in south-western part, about 13% of agricultural land has aln:&dy been affected by saline water and that could mu:h 16% by 20S0 and 18% by 2100 respectively."
Sea coral,Organism,Temperature,Physical quantity,Sensitive to,"Forma-2S, ScienQC, Class 9-10  194 Science Threats to Coral Population Sea coral is very sensitive to temperature."
Temperature,Physical quantity,Survival,Biological process,Suitable for,Usually 22-28°C temperature is suitable for their survival.
Coral,Organism,Temperature,Physical quantity,Affected by,An increase in 1-2°C temperature works as a severe threat for coral.
Temperature,Physical quantity,Coral,Organism,Affects,An increase in 1-2°C temperature works as a severe threat for coral.
Saint Martin Island,Geographical location,Bangladesh,Country,Located in,"According to data obtained from a recent study, in the year 2010, approximately 70% of coral population in Saint Martin Island in Bangladesh has been depleted compared to that in 1960."
Coral population,Biological entity,Saint Martin Island,Geographical location,Located in,"According to data obtained from a recent study, in the year 2010, approximately 70% of coral population in Saint Martin Island in Bangladesh has been depleted compared to that in 1960."
Coral population,Biological entity,2010,Year,Depleted in compared to 1960,"According to data obtained from a recent study, in the year 2010, approximately 70% of coral population in Saint Martin Island in Bangladesh has been depleted compared to that in 1960."
Water,Physical entity,Temperature,Physical property,Increase in,"It is to be mentioned that in addition to increase in temperature of water, lack of proper and planned management is also responsible for depletion of coral."
Lack,Concept,Management,Concept,Responsible for,"It is to be mentioned that in addition to increase in temperature of water, lack of proper and planned management is also responsible for depletion of coral."
Proper,Concept,Management,Concept,Lack of,"It is to be mentioned that in addition to increase in temperature of water, lack of proper and planned management is also responsible for depletion of coral."
Planned,Concept,Management,Concept,Lack of,"It is to be mentioned that in addition to increase in temperature of water, lack of proper and planned management is also responsible for depletion of coral."
Coral,Living organism,Water,Physical entity,Depletion of,"It is to be mentioned that in addition to increase in temperature of water, lack of proper and planned management is also responsible for depletion of coral."
Sundarbans,Forest,Bangladesh,Country,Located in,Forest Only mangrove forest in Bangladesh is the Sundarbans which is not only full of biodiversity but also a very valuable resource for us.
Sundarbans,Forest,Biodiversity,Characteristic,Full of,Forest Only mangrove forest in Bangladesh is the Sundarbans which is not only full of biodiversity but also a very valuable resource for us.
Sundarbans,Forest,Resource,Valuable,Is,Forest Only mangrove forest in Bangladesh is the Sundarbans which is not only full of biodiversity but also a very valuable resource for us.
Sundarbans,Geographical location,Protection embankment,Structure,Works as,"Moreover, the Sundarbans works as a protection embankment to prevent natural disasters such as cyclone, hurricane etc in that area."
Natural disasters,Phenomenon,Sundarbans,Geographical location,Prevented by,"Moreover, the Sundarbans works as a protection embankment to prevent natural disasters such as cyclone, hurricane etc in that area."
Cyclone,Phenomenon,Sundarbans,Geographical location,Prevented by,"Moreover, the Sundarbans works as a protection embankment to prevent natural disasters such as cyclone, hurricane etc in that area."
Hurricane,Phenomenon,Sundarbans,Geographical location,Prevented by,"Moreover, the Sundarbans works as a protection embankment to prevent natural disasters such as cyclone, hurricane etc in that area."
Sundarbans,Geographical location,Cyclone Sidr,Natural disaster,Affected,"Recent cyclone Sidr, damaged a large part of the Sundarbans."
Mangrove forest,Ecosystem,Sea level,Physical quantity,Affected by,"From a computational study, it is seen that, if the sea level rises by 45 centimeter, around 75% of the only mangrove forest will submerge in water and if the sea level rises by 100 centimeter, then the whole forest and biodiversity there will be lost."
Sea level,Physical quantity,Mangrove forest,Ecosystem,Affects,"From a computational study, it is seen that, if the sea level rises by 45 centimeter, around 75% of the only mangrove forest will submerge in water and if the sea level rises by 100 centimeter, then the whole forest and biodiversity there will be lost."
Biodiversity,Biological entity,Mangrove forest,Ecosystem,Present in,"From a computational study, it is seen that, if the sea level rises by 45 centimeter, around 75% of the only mangrove forest will submerge in water and if the sea level rises by 100 centimeter, then the whole forest and biodiversity there will be lost."
Mangrove forest,Ecosystem,Water,Physical entity,Submerged by,"From a computational study, it is seen that, if the sea level rises by 45 centimeter, around 75% of the only mangrove forest will submerge in water and if the sea level rises by 100 centimeter, then the whole forest and biodiversity there will be lost."
Biodiversity,Biological entity,Mangrove forest,Ecosystem,Lost due to,"From a computational study, it is seen that, if the sea level rises by 45 centimeter, around 75% of the only mangrove forest will submerge in water and if the sea level rises by 100 centimeter, then the whole forest and biodiversity there will be lost."
Sea level,Physical quantity,Mangrove forest,Ecosystem,Cause of submergence,"From a computational study, it is seen that, if the sea level rises by 45 centimeter, around 75% of the only mangrove forest will submerge in water and if the sea level rises by 100 centimeter, then the whole forest and biodiversity there will be lost."
Sea level,Physical quantity,Biodiversity,Biological entity,Cause of loss,"From a computational study, it is seen that, if the sea level rises by 45 centimeter, around 75% of the only mangrove forest will submerge in water and if the sea level rises by 100 centimeter, then the whole forest and biodiversity there will be lost."
Fish Population,Species,River,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Fish Population,Species,Canals,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Fish Population,Species,Ponds,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Fish Population,Species,Heels,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Bangladesh,Country,River,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Bangladesh,Country,Canals,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Bangladesh,Country,Ponds,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Bangladesh,Country,Heels,Water body,Located in,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Abundance,Quantity,Fish Population,Species,Describes,"Fish Population Once fish was abundant in the river, canals, ponds and heels of Bangladesh."
Riverine Bangladesh,Geographical location,Fish,River organism,Not abundant now in many rivers,"In the riverine Bangladesh, fish is not abundant now in many rivers as before."
Fish,Animal,Habitats,Environment,Affected by,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Fish,Animal,Food collection,Activity,Affected by,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Fish,Animal,Physiological processes,Biological process,Affected by,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Climate change,Environmental factor,Fish,Animal,Affects,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Climate change,Environmental factor,Habitats,Environment,Disturbed by,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Climate change,Environmental factor,Food collection,Activity,Disturbed by,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Climate change,Environmental factor,Physiological processes,Biological process,Disturbed by,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Fish,Animal,Death,Outcome,May result in,"Due to climate change, fish habitats, food collection and many physiological processes are disturbed, even they may die."
Fish species,Animal,Water temperature,Environmental factor,Affected by,Many fish species and particularly fish fries cannot survive if water temperature is more than 32°C.
Fish fries,Animal,Water temperature,Environmental factor,Affected by,Many fish species and particularly fish fries cannot survive if water temperature is more than 32°C.
Higher temperature,Environmental factor,Growth of pathogenic bacteria,Bacterial growth,Favours,"As the higher temperature (35°C) favours the growth of pathogenic bacteria, higher water tem- perature spreads infectious diseases resulting in epidemic fish death."
Pathogenic bacteria,Bacteria,Infectious diseases,Disease,Causes,"As the higher temperature (35°C) favours the growth of pathogenic bacteria, higher water tem- perature spreads infectious diseases resulting in epidemic fish death."
