Entity,Definition,Images
Goiter,Not found on Wikipedia,['Image not found']
Field hockey,sport played with sticks and a,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Balle_de_hockey_sur_gazon_avec_pi%C3%A8ce_de_5_francs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Brenda256.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Check-blue.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Animal fat,"Animal fats and oils are lipids derived from animals: oils are liquid at room temperature, and fats are solid.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Reuzel.jpg']"
Kingdom of Atlantis,Not found on Wikipedia,['Image not found']
Static compression,Not found on Wikipedia,['Image not found']
Iron,Iron is a chemical element with the symbol Fe (from Latin  ferrum 'iron') and atomic number 26.,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/1255_-_Keramikos_Museum%2C_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_12_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/2-isomers-of-ferrioxalate.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Carboxyhemoglobin_from_1AJ9.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Chinese_Fining_and_Blast_Furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Funnel,"A funnel is a tube or pipe that is wide at the top and narrow at the bottom, used for guiding liquid or powder into a small opening.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Kitchen_Funnel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Roman_Kitchen_Funnel_Saalburg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Exmcion,Not found on Wikipedia,['Image not found']
Auditory system,The auditory system is the sensory system for the sense of hearing.,"['https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Cochlea-crosssection.svg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Zero degree Celsius,Not found on Wikipedia,['Image not found']
Hypothesis,A hypothesis (plural hypotheses) is a proposed explanation for a phenomenon.,"['https://upload.wikimedia.org/wikipedia/commons/a/a6/Cellarius_Harmonia_Macrocosmica_-_Hypothesis_Ptolemaica.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg']"
Utriculus,Not found on Wikipedia,['Image not found']
Forceps,"Forceps (plural forceps or considered a plural noun without a singular, often a pair of forceps; the Latin plural forcipes is no longer recorded in most dictionaries) are a handheld, hinged instrument used for grasping and holding objects.","['https://upload.wikimedia.org/wikipedia/commons/2/25/Adson_forceps.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Debakey_forceps.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Forceps.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Forceps_plastic.jpg']"
Dipty,Not found on Wikipedia,['Image not found']
Chalk,"Chalk is a soft, white, porous, sedimentary carbonate rock.","['https://upload.wikimedia.org/wikipedia/commons/1/18/Carrieres_de_Meudon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Chalk-Sidewalk-Art-0092.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Chalk_%28%22Upper_Chalk%22_Formation%2C_Upper_Cretaceous%3B_White_Cliffs_of_Dover%2C_England%2C_southern_Britain%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Colored_chalks_%283391214973%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Khulna District,"The Khulna District (Bengali: খুলনা জেলা, Khulna Jela also Khulna Zila) is a district of Bangladesh.","['https://upload.wikimedia.org/wikipedia/commons/b/b9/BD_Khulna_District_locator_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Bamboo_caring_via_boat_at_poshur_river_-_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Bangladesh_divisions_english.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_Bangladesh.svg']"
Vertebrate,"Vertebrates () comprise all animal taxa within the subphylum Vertebrata () (chordates with backbones), including all mammals, birds, reptiles, amphibians and fish.","['https://upload.wikimedia.org/wikipedia/commons/7/7e/Acanthodes_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Acanthostega_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Allosaurus_Revised.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Amia_calva_%28white_background%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Anaspida.png']"
ROTATIONAL MOTION,Not found on Wikipedia,['Image not found']
Writing implement,A writing implement or writing instrument is an object used to produce writing.,"['https://upload.wikimedia.org/wikipedia/commons/3/34/Bleistiftverlaengerer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Nuvola_apps_kmessedwords.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Logic,Logic is the study of correct reasoning.,"['https://upload.wikimedia.org/wikipedia/commons/7/71/AlfredTarski1968.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Argument_terminology.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Avicenne_-_Avicenna_-_Ibn_Sina_%28980-1037%29_CIPB2067.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/BS-12-Begriffsschrift_Quantifier1-svg.svg']"
Ship,"A ship is a large watercraft that travels the world's oceans and other sufficiently deep waterways, carrying cargo or passengers, or in support of specialized missions, such as defense, research and fishing.","['https://upload.wikimedia.org/wikipedia/commons/6/69/Able-seaman-scaling-winch.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Albatun_Dod.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Amerigo_vespucci_1976_nyc_aufgetakelt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Atlas_pittoresque_pl_096.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Borobudur_ship.JPG']"
Calcium carbonate,Calcium carbonate is a chemical compound with the chemical formula CaCO3.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/500_mg_calcium_supplements_with_vitamin_D.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/CaCO3-Temp.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/CaCO3-pH.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Calcite%2BAragonite.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Calcite%2BVaterite.png']"
A-B,Not found on Wikipedia,['Image not found']
Autotropic reaction,Not found on Wikipedia,['Image not found']
Supose,Not found on Wikipedia,['Image not found']
Science 57,Not found on Wikipedia,['Image not found']
2nd layer,Not found on Wikipedia,['Image not found']
Oven,An oven is a tool which is used to expose materials to a hot environment.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Double_oven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Four_%C3%A0_c%C3%A9ramique_-_Japan_Aur%C3%A9a_-_2011-0403-_P1070446.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Fresh_made_bread_05.jpg']"
Sweat,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
"Montgomery County, Maryland",Montgomery County is the most populous county in the state of Maryland.,"['https://upload.wikimedia.org/wikipedia/commons/c/c7/1101_Spring_Street_-_Silver_Spring%2C_Maryland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/2007_11_01_-_118%40Wisteria_-_EB_at_Wisteria.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/2019-07-12_11_25_04_View_north_along_Interstate_270_%28Washington_National_Pike%29_from_the_overpass_for_West_Gude_Drive_in_Rockville%2C_Montgomery_County%2C_Maryland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Bethesda_downtown_panorama.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Billy_Goat_B_Trail_8.jpg']"
Root,"In vascular plants, the roots are the organs of a plant that are modified to provide anchorage for the plant and take in water and nutrients into the plant body, which allows  plants to grow taller and faster.","['https://upload.wikimedia.org/wikipedia/commons/8/87/Adventitious_roots_on_Odontonema_aka_Firespike.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Aerial_root.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ArabidopsisLatRoot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/CSIRO_ScienceImage_11626_Barley_root.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Straight way,Not found on Wikipedia,['Image not found']
Animal science,"Animal science is described as ""studying the biology of animals that are under the control of humankind"".","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Science fiction and Fantasy,Not found on Wikipedia,['Image not found']
Submerged plant,Not found on Wikipedia,['Image not found']
The diagram above,Not found on Wikipedia,['Image not found']
Positive attitude,Not found on Wikipedia,['Image not found']
Ostrich,Ostriches are large flightless birds.,"['https://upload.wikimedia.org/wikipedia/commons/a/ab/Aepyornis_white_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Euryapteryx.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Ostrich_%26_chicken_egg_comparison.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Ostrich_with_eggs.jpg']"
Rakib,Not found on Wikipedia,['Image not found']
Extended fold,Not found on Wikipedia,['Image not found']
Glass jar,Not found on Wikipedia,['Image not found']
Right column,Not found on Wikipedia,['Image not found']
Landform,A landform is a natural or anthropogenic land feature on the solid surface of the Earth or other planetary body.,"['https://upload.wikimedia.org/wikipedia/commons/9/92/1_li_jiang_guilin_yangshuo_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Cades_Cove_Panorama.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Cono_de_Arita%2C_Salta._%28Argentina%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Cellulose,"Cellulose is an organic compound with the formula (C6H10O5)n, a polysaccharide consisting of a linear chain of several hundred to many thousands of β(1→4) linked D-glucose units.","['https://upload.wikimedia.org/wikipedia/commons/f/f9/Cellulose-Ibeta-from-xtal-2002-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Cellulose_Sessel.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Cellulose_spacefilling_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Cellulose_strand.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Reflected ray,Not found on Wikipedia,['Image not found']
Cell nucleus,"The cell nucleus (from Latin  nucleus or nuculeus 'kernel, seed'; PL nuclei) is a membrane-bound organelle found in eukaryotic cells.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Animal_Cell.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Basic_diagram_of_a_transcription_factory_during_transcription.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Diagram_human_cell_nucleus.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Flemming1882Tafel1Fig14.jpg']"
Natural environment,"The natural environment or natural world encompasses all living and non-living things occurring naturally, meaning in this case not artificial.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Ahja_j%C3%B5e_%C3%BCrgorg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Air_pollution_by_industrial_chimneys.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Aletschgletsjer_Zwitserland.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Amazon_Rainforest-bird_site.jpg']"
Plant fat,Not found on Wikipedia,['Image not found']
Electrical resistance and conductivity,Not found on Wikipedia,['Image not found']
Scientific method,"The scientific method is an empirical method for acquiring knowledge that has characterized the development of science since at least the 17th century (with notable practitioners in previous centuries; see the article history of scientific method for additional detail.) It involves careful observation, applying rigorous skepticism about what is observed, given that cognitive assumptions can distort how one interprets the observation.","['https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/CMB_Timeline_No_Labels_or_WMAP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/DNA_icon_%2825x25%29.png', 'https://upload.wikimedia.org/wikipedia/commons/0/04/David_Deutsch.jpg']"
Robert Hooke,"Robert Hooke FRS (; 18 July 1635 – 3 March 1703) was an English polymath active as a scientist, natural philosopher and architect, who is credited to be one of the first two scientists to discover microorganisms in 1665 using a compound microscope that he built himself, the other scientist being Antoni van Leeuwenhoek in 1674.","['https://upload.wikimedia.org/wikipedia/commons/1/14/Acta_Eruditorum_-_III_fisica%2C_1707_%E2%80%93_BEIC_13369403.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Anchor_escapement.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Christiaan_Huygens-painting.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Hooke-1.jpg']"
Solitude,"Solitude is a state of seclusion or isolation, meaning lack of socialisation.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Plutchik-wheel.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Plutchik_Dyads.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Pyle_pirate_marooned.jpg']"
Fem,Not found on Wikipedia,['Image not found']
Short answer,Not found on Wikipedia,['Image not found']
Rachis,"In biology, a rachis  (from the Ancient Greek: ῥάχις [rhákhis], ""backbone, spine"") is a main axis or ""shaft"".","['https://upload.wikimedia.org/wikipedia/commons/c/c6/Buddleja_paniculata_inflorescence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Fern_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Turkey_feather_close_sdetwiler.JPG']"
Vapor,"In physics, a vapor (American English) or vapour (British English and Canadian English; see spelling differences) is a substance in the gas phase at a temperature lower than its critical temperature, which means that the vapor can be condensed to a liquid by increasing the pressure on it without reducing the temperature of the vapor.","['https://upload.wikimedia.org/wikipedia/commons/6/60/Binary_Boiling_Point_Diagram_new.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Crepuscular_Rays_Beam_through_the_Mist_Blown_from_Takkakaw_Falls.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Nitrogen_dioxide_gas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Phase-diag2.svg']"
Characteristics,Not found on Wikipedia,['Image not found']
British Columbia,"British Columbia, commonly abbreviated as BC, is the westernmost province of Canada, situated between the Pacific Ocean and the Rocky Mountains.","['https://upload.wikimedia.org/wikipedia/commons/a/aa/Abies_lasiocarpa_0775.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Alex_Fraser_Bridge_from_below.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Along_the_High_note_trail_atop_Whistler_Mtn._%287958950226%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Awesome_Takakkaw_Falls_IMG_4771.JPG']"
Edmonton,Edmonton ( (listen) ED-mən-tən) is the capital city of the Canadian province of Alberta.,"['https://upload.wikimedia.org/wikipedia/commons/2/26/2008-06-19_North_Saskatchewan_River_3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/2008-12-27_Candy_Cane_Lane_013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/AB216wRoad-Exit46BA-AB15_%2833828017685%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/AlbertaLegislature.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Alberta_Legislature_Building_at_night.jpg']"
Pressure tool,Not found on Wikipedia,['Image not found']
Neurological and physiological symptom,Not found on Wikipedia,['Image not found']
Geology,"Geology (from Ancient Greek  γῆ (gê) 'earth', and  λoγία (-logía) 'study of, discourse') is a branch of natural science concerned with Earth and other astronomical objects, the rocks of which it is composed, and the processes by which they change over time.","['https://upload.wikimedia.org/wikipedia/commons/2/29/Active_Margin.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Agiospavlos_DM_2004_IMG003_Felsenformation_nahe.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Antecline_%28PSF%29.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Brunton.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Impressed force,Not found on Wikipedia,['Image not found']
Sensitivity,Sensitivity may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Different from each other,Not found on Wikipedia,['Image not found']
Connecting wire,Not found on Wikipedia,['Image not found']
Scientific writing,Scientific writing is writing for science.,['https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg']
Changeable liquid,Not found on Wikipedia,['Image not found']
Where does this tear,Not found on Wikipedia,['Image not found']
Rest,Rest or REST may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Perfume,"Perfume (UK: , US: ; French: parfum) is a mixture of fragrant essential oils or aroma compounds (fragrances), fixatives and solvents, usually in liquid form, used to give the human body, animals, food, objects, and living-spaces an agreeable scent.","['https://upload.wikimedia.org/wikipedia/commons/4/4b/1811-Rosoli-Flacon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/38034290_aromater3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Abbey%2C_Edwin_Austin_-_Potpourri_-_1899.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Ambergris.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Arheologicheski-Perfume.jpg']"
Leaf type,Not found on Wikipedia,['Image not found']
Mis per second,Not found on Wikipedia,['Image not found']
System of units,Not found on Wikipedia,['Image not found']
Outer ear,"The outer ear, external ear, or auris externa is the external part of the ear, which consists of the auricle (also pinna) and the ear canal.","['https://upload.wikimedia.org/wikipedia/commons/c/ca/1871_Descent_F937.1_fig03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Skin,"Skin is the layer of usually soft, flexible outer tissue covering the body of a vertebrate animal, with three main functions: protection, regulation, and sensation.Other animal coverings, such as the arthropod exoskeleton, have different developmental origin, structure and chemical composition.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/FrogSkin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Gray940.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Gray942.png']"
Face,"The face is the front of an animal's head that features the eyes, nose and mouth, and through which animals express many of their emotions.","['https://upload.wikimedia.org/wikipedia/commons/6/62/A_group_of_Hijra_in_Bangladesh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Anthropogenie%3B_oder%2C_Entwickelungs-geschichte_des_Menschen_%281910%29_%2819181312270%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Blausen_0393_FacialBones_01.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Braus_1921_369.png', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Braus_1921_375.png']"
Glucose,Glucose is a sugar with the molecular formula C6H12O6.,"['https://upload.wikimedia.org/wikipedia/commons/7/75/1%2C3-bisphospho-D-glycerate.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/2-phospho-D-glycerate_wpmp.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/3-phospho-D-glycerate.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/ALPHA-D-Glucopyranose_V.1.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Alpha-D-Glucofuranose.svg']"
Mirror reflection,Not found on Wikipedia,['Image not found']
Leg,"A leg is a weight-bearing and locomotive anatomical structure, usually having a columnar shape.","['https://upload.wikimedia.org/wikipedia/commons/a/a3/86_ACPS_Atlanta_1996_Swimming_General_Views.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/InsectLeg.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Mammoth_leg.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
4.500 b.5,Not found on Wikipedia,['Image not found']
Oyster,Oyster is the common name for a number of different families of salt-water bivalve molluscs that live in marine or brackish habitats.,"['https://upload.wikimedia.org/wikipedia/commons/7/72/%22Fine_de_Claire%22_raw_oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Alexander_Adriaenssen_-_Still-Life_with_Oysters_-_WGA0035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Atlantic_cod.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Chargrilled_oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Seven Up,Not found on Wikipedia,['Image not found']
Sphere,"A sphere (from Ancient Greek  σφαῖρα (sphaîra) 'globe, ball') is a geometrical object that is a three-dimensional analogue to a two-dimensional circle.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Einstein_gyro_gravity_probe_b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Ellipso-eb-ku.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Is-spherecyl5-s.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/King_of_spades-_spheres.jpg']"
Translational motion,Not found on Wikipedia,['Image not found']
Mirror image,"A mirror image (in a plane mirror) is a reflected duplication of an object that appears almost identical, but is reversed in the direction perpendicular to the mirror surface.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Fire-mirror-image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Mirror.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Mount_Hood_reflected_in_Mirror_Lake%2C_Oregon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']"
Balanced food,Not found on Wikipedia,['Image not found']
Precipitation,"In meteorology, precipitation is any product of the condensation of atmospheric water vapor that falls from clouds due to gravitational pull.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/1910-_Portion_of_U.S._experiencing_extreme_precipitation_events_-_chart_-_EPA.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/250mm_Rain_Gauge.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Atlanta_thermal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Cairns_climate.svg']"
Knife,"A knife (PL: knives; from Old Norse knifr 'knife, dirk') is a tool or weapon with a cutting edge or blade, usually attached to a handle or hilt.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Arbelos_Shoemakers_Knife.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/BM-AxisLock.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Birchbark_handle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/CKc_Pen_Knife.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Chinese_knife_factory.jpg']"
Weight mec e ctency,Not found on Wikipedia,['Image not found']
