Entity,Definition,Images
Madhya Pradesh,"Madhya Pradesh (, Hindi: [ˈməd̪ʱjə pɾəˈdeːʃ] (listen); meaning 'central province') is a state in central India.","['https://upload.wikimedia.org/wikipedia/commons/b/be/..Madhya_Pradesh_Flag%28INDIA%29.png', 'https://upload.wikimedia.org/wikipedia/commons/6/60/262_Gwalior.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/A_GROUP_OF_SPOTTED_DEERS.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/A_Hindu_temple%2C_Amarkantak_Madhya_Pradesh_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Acharya_Jagadish_Chandra_Bose_Indian_Botanic_Garden_-_Howrah_2011-01-08_9797.JPG']"
Fast motion,Not found on Wikipedia,['Image not found']
Figure,Not found on Wikipedia,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Venezuela,"Venezuela (; American Spanish: [beneˈswela] (listen)), officially the Bolivarian Republic of Venezuela (Spanish: República Bolivariana de Venezuela), is a country on the northern coast of South America, consisting of a continental landmass and many islands and islets in the Caribbean Sea.","['https://upload.wikimedia.org/wikipedia/commons/a/a2/1998_to_2018_Venezuela_Murder_Rate.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/19_de_abril.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/2952-Danzas_Guanaguanare_de_Venezuela_no_Festival_folclorico_da_Coru%C3%B1a._%288200095256%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Antonio_Herrera_Toro_Autoretrato_1880.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Caracas_Sabana_Grande_1973.jpg']"
Food,Food is any substance consumed by an organism for nutritional support.,"['https://upload.wikimedia.org/wikipedia/commons/4/40/Aquatic_food_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Channelcat.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Foods_%28cropped%29.jpg']"
Neurotransmitter,A neurotransmitter is a signaling molecule secreted by a neuron to affect another cell across a synapse.,"['https://upload.wikimedia.org/wikipedia/commons/0/0e/CAPON_Binds_Nitric_Oxide_Synthase%2C_Regulating_NMDA_Receptor%E2%80%93Mediated_Glutamate_Neurotransmission.png', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Catecholamine_and_trace_amine_biosynthesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Gray739.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Information_icon4.svg']"
Inference,"Inferences are steps in reasoning, moving from premises to logical consequences; etymologically, the word infer means to ""carry forward"".","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Socrates.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']"
B,"B, or b, is the second letter of the Latin-script alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/b/b0/BSL_letter_B.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/B_cursiva.gif', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/B_morse_code.ogg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Beta_uc_lc.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Big-small-B.jpg']"
Village,"A village is a clustered human settlement or community, larger than a hamlet but smaller than a town (although the word is often used to describe both hamlets and smaller towns), with a population typically ranging from a few hundred to a few thousand.","['https://upload.wikimedia.org/wikipedia/commons/3/3e/A_Village_in_Kaita.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/A_view_of_Villages_and_farms_in_south_Rajasthan_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Bisley%2C_Gloucestershire%2C_a_village_in_the_Cotswolds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/CSIRO_ScienceImage_3723_Aerial_view_of_the_rural_community_of_Burrawang_in_the_Wingecarribee_Catchment_south_of_Sydney_NSW_1999.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Carlb-fogo-newfoundland-2002.jpg']"
Pollens Rationalised 2023-24,Not found on Wikipedia,['Image not found']
Villi,Villi may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Amoeba shape,Not found on Wikipedia,['Image not found']
Wade,"Wade, WADE, or Wades may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Military base,"A military base is a facility directly owned and operated by or for the military or one of its branches that shelters military equipment and personnel, and facilitates training and operations.","['https://upload.wikimedia.org/wikipedia/commons/a/a4/AmericanCenter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/F-4G_81st_TFS_serviced_at_Spangdahlem_1990.JPEG', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Flotte-Reunion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Fort-Jefferson_Dry-Tortugas.jpg']"
Battery electric vehicle,"A battery electric vehicle (BEV), pure electric vehicle, only-electric vehicle, fully electric vehicle or all-electric vehicle is a type of electric vehicle (EV) that exclusively uses chemical energy stored in rechargeable battery packs, with no secondary source of propulsion (a hydrogen fuel cell, internal combustion engine, etc.).","['https://upload.wikimedia.org/wikipedia/commons/7/78/BYD_K9A_Bus_is_running_Guangzhou_Trolley_Bus_Line_583.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Battery-cost-learning-curve.png', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Car2Go_Charging_Station_Stuttgart_2013_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/E-Call_a_Bike_Pedelec.jpg']"
Yeast cake,Not found on Wikipedia,['Image not found']
Concept theory,Not found on Wikipedia,['Image not found']
Chest cavity,Not found on Wikipedia,['Image not found']
Deep breath,Not found on Wikipedia,['Image not found']
Compact CFL,Not found on Wikipedia,['Image not found']
Rib cage,"The rib cage is an enclosure that comprises the ribs, vertebral column and sternum in the thorax of most vertebrates, protects vital organs such as the heart, lungs and great vessels.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/BodyParts3D_Rib_cage.stl', 'https://upload.wikimedia.org/wikipedia/commons/4/40/C7ribMark.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Costillas.png']"
Leaf stem,Not found on Wikipedia,['Image not found']
Foot,The foot (PL: feet) is an anatomical structure found in many vertebrates.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Blausen_0411_FootAnatomy.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Foot_Bone_Anatomy_by_Jason_Christian.webm', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Gray437.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Gray438.png']"
Wuthering Heights,"Wuthering Heights is an 1847 novel by Emily Brontë, initially published under her pen name Ellis Bell.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/High_Sunderland_Hall_1818.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Houghton_Lowell_1238.5_%28A%29_-_Wuthering_Heights%2C_1847.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Information_icon4.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Laurence_Olivier_Merle_Oberon_Wuthering_Heights.jpg']"
North,North is one of the four compass points or cardinal directions.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Compass_Rose_English_North.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
My image,Not found on Wikipedia,['Image not found']
Vacuole,"A vacuole () is a membrane-bound organelle which is present in plant and fungal cells and some protist, animal, and bacterial cells.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Animal_Cell.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Biological_cell_vacuole.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Water loss,Water loss may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Bobbing,Bobbing can refer to multiple things:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Dissolving,Not found on Wikipedia,['Image not found']
Battery symbol,Not found on Wikipedia,['Image not found']
Spoon,"A spoon is a utensil consisting of a shallow bowl (also known as a head), oval or round, at the end of a handle.","['https://upload.wikimedia.org/wikipedia/commons/b/b7/18-03-25-K%C3%BCchenutensil-DSCF1429.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/18-03-25-K%C3%BCchenutensil-DSCF1431.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Achaemenid_spoon_4TH_Century_B.C.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Birckala_1017_spoon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Bedding,"Bedding, also known as bedclothes or bed linen, is the materials laid above the mattress of a bed for hygiene, warmth, protection of the mattress, and decorative effect.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/Bettwaesche.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Brubaker_Quilt_In_Elizabethtown%2C_Pennsylvania_%286881535731%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Folded_duvetcover.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/71/HK_SW_Hollywood_Road_Police_HQ_Art_Demo_12-2009_bed_and_pillows_in_white.JPG']"
Astronomy,Astronomy (from Ancient Greek  ἀστρονομία (astronomía) 'science that studies the laws of the stars') is a natural science that studies celestial objects and phenomena.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/AiKhanoumSunDial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Ant_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/B30727.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
Chewing,Chewing or mastication is the process by which food is crushed and ground by teeth.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Macaca_arctoides.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Masticator-usfs_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Heartbeat,A heartbeat is one cardiac cycle of the heart.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Understory,"In forestry and ecology, understory (American English), or understorey (Commonwealth English), also known as underbrush or undergrowth, includes plant life growing beneath the forest canopy without penetrating it to any great extent, but above the forest floor.","['https://upload.wikimedia.org/wikipedia/commons/c/cc/Celandine_Sward.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Moss_tree_bark_coverage.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Color,Color (American English) or colour (Commonwealth English) is the visual perception based on the electromagnetic spectrum.,"['https://upload.wikimedia.org/wikipedia/commons/d/d2/600-artist-palette.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/AdditiveColor.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/CIE_chromaticity_diagram_2012_version.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Color_Classification.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/Color_icon_black_new2.png']"
Untreated human excreta,Not found on Wikipedia,['Image not found']
Winding clock,Not found on Wikipedia,['Image not found']
Doctor Who,Doctor Who is a British science fiction television series broadcast by the BBC since 1963.,"['https://upload.wikimedia.org/wikipedia/commons/2/20/270811-012_CPS_%286276790783%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/270811-053_CPS_%286277342014%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/BBC_Logo_2021.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Blank_television_set.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Cardiff_-_Dr_Who_Experience.jpg']"
Second,"The second (symbol: s) is the unit of time in the International System of Units (SI), historically defined as 1⁄86400 of a day – this factor derived from the division of the day first into 24 hours, then to 60 minutes and finally to 60 seconds each (24 × 60 × 60 = 86400).","['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Clock-pendulum.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png']"
Bavaria,"Bavaria ( bə-VAIR-ee-ə; German: Bayern [ˈbaɪɐn] (listen)), officially the Free State of Bavaria (German: Freistaat Bayern [ˈfʁaɪʃtaːt ˈbaɪɐn] (listen); Bavarian: Freistoot Bayern), is a state in the south-east of Germany.","['https://upload.wikimedia.org/wikipedia/commons/9/93/2019_BMW_740Li_Automatic_facelift_3.0.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/7857ri-Markus_Soeder.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/A_rathausplatz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Allgaeu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Amberg_Stadtbrille.JPG']"
Water death,Not found on Wikipedia,['Image not found']
Insulation,Insulation may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Forest,A forest is an area of land dominated by trees.,"['https://upload.wikimedia.org/wikipedia/commons/6/65/Adirondacks_in_May_2008.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Brussels_Zonienwoud.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Checkerboard_forest_in_Idaho.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Gum,Gum may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Divine Comedy,"The Divine Comedy (Italian: Divina Commedia; Italian pronunciation: [diˈviːna komˈmɛːdja]) is an Italian narrative poem by Dante Alighieri, begun c.","['https://upload.wikimedia.org/wikipedia/commons/5/5a/046CupolaSPietro.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Alighieri_-_Divina_Commedia%2C_Nel_mille_quatro_cento_septe_et_due_nel_quarto_mese_adi_cinque_et_sei_-_2384293_id00022000_Scan00006.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Boschsevendeadlysins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Dante03.jpg']"
Blanket,A blanket is a swath of soft cloth large enough either to cover or to enfold most of the user's body and thick enough to keep the body warm by trapping radiant body heat that otherwise would be lost through convection.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Lautrec_in_bed_1893.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/MARCHAND_DE_COUVERTURES_ET_SON_FOUGON.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Monet_dejeunersurlherbe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Correct number,Not found on Wikipedia,['Image not found']
Buccal cavity,Not found on Wikipedia,['Image not found']
Nitrogenous substance,Not found on Wikipedia,['Image not found']
Solid waste,Not found on Wikipedia,['Image not found']
Iron pillar,Iron pillar may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Waste management,Waste management or waste disposal includes the processes and actions required to manage waste from its inception to its final disposal.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Agbogbloshie_Ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg']"
Dioxide,Not found on Wikipedia,['Image not found']
Bus,"A bus (contracted from omnibus, with variants multibus, motorbus, autobus, etc.) is a road vehicle that carries significantly more passengers than an average car or van.","['https://upload.wikimedia.org/wikipedia/commons/c/cf/AVBWU237_641%28KMB%29_14-09-2018.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/B43OleBillatIWMLondon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/BCI_bodied_Mercedes-Benz_OC_500_RF_BusWest_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/BSicon_BUS.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/CamelitoLaHavane_01.jpg']"
Phosphorus,Phosphorus is a chemical element with the symbol P and atomic number 15.,"['https://upload.wikimedia.org/wikipedia/commons/5/51/BlackPhosphorus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Black_Phosphorus_Ampoule.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Cubic-body-centered.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/DSCN5766-guano-glantz_crop_b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Hittorf%27s_violet_phosphorus.png']"
Deflated balloon,Not found on Wikipedia,['Image not found']
Energy,"In physics, energy (from Ancient Greek  ἐνέργεια (enérgeia) 'activity') is the quantitative property that is transferred to a body or to a physical system, recognizable in the performance of work and in the form of heat and light.","['https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Energy_Arc_%28central_electrode_of_a_Plasma_Lamp%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Energy_and_life.svg']"
Balloons in this model,Not found on Wikipedia,['Image not found']
"Syracuse, Sicily","Syracuse ( SIRR-ə-kewss, -⁠kewz; Italian: Siracusa [siraˈkuːza] (listen); Sicilian: Sarausa [saɾaˈuːsa]) is a historic city on the Italian island of Sicily, the capital of the Italian province of Syracuse.","['https://upload.wikimedia.org/wikipedia/commons/3/3f/Athena_portrait_by_Eukleidas_on_Syracuse_tetradrachm_c._400_BC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Decadrachme_de_Sicile_sous_Denys_l%27Ancien.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Flag_of_Syracuse.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Rationalised 2023-24  TRANSPORTATION IN ANIMALS AND PLANTS 81 3,Not found on Wikipedia,['Image not found']
Truck battery,Not found on Wikipedia,['Image not found']
Lighthouse,"A lighthouse is a tower, building, or other type of physical structure designed to emit light from a system of lamps and lenses and to serve as a beacon for navigational aid, for maritime pilots at sea or on inland waterways.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/A_coruna_torre_de_hercules_sunset_edit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Aveiro_March_2012-13.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Brier_Island_Lighthouse_%283%29_-_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Cape_Meares_Lighthouse_lens_-_Oregon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Soft drink,"A soft drink (see § Terminology for other names) is a drink that usually contains water (often carbonated), a sweetener, and a natural and/or artificial flavoring.","['https://upload.wikimedia.org/wikipedia/commons/d/d3/%281883%29_SCHWEPPES_MINERAL-WATERS.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/016_Coca-Cola_vending_machine_at_Kyoto_Station%2C_Japan_-_%E3%82%B3%E3%82%AB%E3%82%B3%E3%83%BC%E3%83%A9_%E8%87%AA%E5%8B%95%E8%B2%A9%E5%A3%B2%E6%A9%9F.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/15/7-Up_Bottlers_Flavor_jug.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg']"
Safe drinking water,Not found on Wikipedia,['Image not found']
Boiling water,Not found on Wikipedia,['Image not found']
Ramjas School,Ramjas School may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Correct and equal,Not found on Wikipedia,['Image not found']
Time-table,Not found on Wikipedia,['Image not found']
Bell circuit,Not found on Wikipedia,['Image not found']
Intervals of time,Not found on Wikipedia,['Image not found']
Associate professor,Associate professor is an academic title with two principal meanings: in the North American system and that of the  Commonwealth system.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Wiki_letter_w.svg']"
Anaerobic membrane,Not found on Wikipedia,['Image not found']
Distance-function graph,Not found on Wikipedia,['Image not found']
Chemical process,"In a scientific sense, a chemical process is a method or means of somehow changing one or more chemicals or chemical compounds.","['https://upload.wikimedia.org/wikipedia/commons/d/db/Haber-Bosch-En.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/PlatformHolly.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg']"
Pusa,"Pusa is a genus of the earless seals, within the family Phocidae.","['https://upload.wikimedia.org/wikipedia/commons/9/93/Acrophoca_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Baikal-seal_4747-pho.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Caspian_seal_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Gomphotaria_pugnax_life_restoration.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Kolponomos_NT.jpg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Fig. 24,Not found on Wikipedia,['Image not found']
Electric cell 2,Not found on Wikipedia,['Image not found']
aqueous solution,An aqueous solution is a solution in which the solvent is water.,"['https://upload.wikimedia.org/wikipedia/commons/6/67/Na%2BH2O.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Scientific method,"The scientific method is an empirical method for acquiring knowledge that has characterized the development of science since at least the 17th century (with notable practitioners in previous centuries; see the article history of scientific method for additional detail.) It involves careful observation, applying rigorous skepticism about what is observed, given that cognitive assumptions can distort how one interprets the observation.","['https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/CMB_Timeline_No_Labels_or_WMAP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/DNA_icon_%2825x25%29.png', 'https://upload.wikimedia.org/wikipedia/commons/0/04/David_Deutsch.jpg']"
Rubber,Not found on Wikipedia,['Image not found']
UNESCO,"The United Nations Educational, Scientific and Cultural Organization is a specialized agency of the United Nations (UN) aimed at promoting world peace and security through international cooperation in education, arts, sciences and culture.","['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/April_2010%2C_UNESCO_Headquarters_in_Paris_-_The_Garden_of_Peace_%28or_Japanese_Garden%29_in_Spring.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Balance%2C_by_David.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Captura_de_Pantalla_2022-06-03_a_las_23.24.45.png', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Carondolete_en_el_cambio_de_guardia.jpg']"
Rehydration solution,Not found on Wikipedia,['Image not found']
