Entity,Definition,Images
MOLECULES 29,Not found on Wikipedia,['Image not found']
Eq.,Not found on Wikipedia,['Image not found']
Table tennis ball,Not found on Wikipedia,['Image not found']
Group C,"Group C was a category of sports car racing introduced by the FIA in 1982 and continuing until 1993, with Group A for touring cars and Group B for GTs.","['https://upload.wikimedia.org/wikipedia/commons/d/df/Brunn_Racing_708895545.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Group_C_sticker.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Jaguar_XJR-11_Goodwood.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Negative sign,Not found on Wikipedia,['Image not found']
Observation,Observation is an act or instance of noticing or perceiving in the Natural sciences and the acquisition of information from a primary source.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Lennuliiklust_uurimas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Nuvola_apps_kalzium.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Socrates.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
Latin script,"The Latin script, also known as Roman script, is an alphabetic writing system based on the letters of the classical Latin alphabet, derived from a form of the Greek alphabet which was in use in the ancient Greek city of Cumae, in southern Italy (Magna Graecia).","['https://upload.wikimedia.org/wikipedia/commons/1/1e/Abecedarium.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Bandera_de_Bolivia_%28Estado%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Albania.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Andorra.svg']"
ER membrane,Not found on Wikipedia,['Image not found']
Cardiac contraction,Not found on Wikipedia,['Image not found']
Volume,Volume is a measure of three-dimensional space.,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/%22How_to_Measure%22_diagram%2C_with_graduated_cylinder_measuring_fluid_drams%2C_1926.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Dolphin_triangle_mesh.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Integral_apl_rot_objem3.svg']"
Chemistry,Chemistry is the scientific study of the properties and behavior of matter.,"['https://upload.wikimedia.org/wikipedia/commons/8/80/Atom_Diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Benzene-2D-full.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Caffeine_%281%29_3D_ball.png', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Carbon_dioxide_structure.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Chemicals_in_flasks.jpg']"
Exercises 1,Not found on Wikipedia,['Image not found']
Lebanon,"Lebanon (  LEB-ə-non, -⁠nən; Arabic: لُبْنَان, romanized: lubnān, Lebanese Arabic pronunciation: [lɪbˈneːn]; French: Liban), officially the Republic of Lebanon (Arabic: الجمهورية اللبنانية) or the Lebanese Republic, is a country in Western Asia.","['https://upload.wikimedia.org/wikipedia/commons/a/a4/2020-21_Ahed_vs_Ansar_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/American_University_of_Beirut_%284694793112%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Beirut%27s_Martyrs%27_Square_during_celebrations_marking_the_release_by_the_French_of_Lebanon%27s_government_from_Rashayya_prison_on_November_22%2C_1943%2C_the_day_of_Lebanon%27s_independence._Adib_Ibrahim.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Beirut_-_Downtown_-_Lebanese_parliament.JPG']"
LPG cylinder,Not found on Wikipedia,['Image not found']
Feeding,Not found on Wikipedia,['Image not found']
University of Manchester,"The University of Manchester is a public research university in Manchester, England.","['https://upload.wikimedia.org/wikipedia/commons/1/13/Arms_of_the_University_of_Manchester.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Contact_Theatre_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Field_towards_Jodrell_Bank_-_geograph.org.uk_-_1499278.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Houldsworth.jpg']"
Heavy object,Not found on Wikipedia,['Image not found']
Temperature change,Not found on Wikipedia,['Image not found']
Aroma compound,"An aroma compound, also known as an odorant, aroma, fragrance or flavoring, is a chemical compound that has a smell or odor.","['https://upload.wikimedia.org/wikipedia/commons/5/55/Alpha-ionone-label.png', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Alpha-ocimene.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Anethole-structure-skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Anisol.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Benzaldehyde.png']"
Magnesium,Magnesium is a chemical element with the symbol Mg and atomic number 12.,"['https://upload.wikimedia.org/wikipedia/commons/9/90/Bundesarchiv_Bild_102-12062%2C_Wasserreiter_mit_Magnesiumfackeln.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Burning_Magnesium_Block%21.ogv', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/CSIRO_ScienceImage_2893_Crystalised_magnesium.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Cold_rolling_of_Mg_and_Mg-1Al-0.1Ca.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Fungus,"A fungus (PL: fungi or funguses) is any member of the group of eukaryotic organisms that includes microorganisms such as yeasts and molds, as well as the more familiar mushrooms.","['https://upload.wikimedia.org/wikipedia/commons/4/47/02_01_groups_of_Fungi_%28M._Piepenbring%29.png', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Aecidium_magnellanicum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Amanita_phalloides_1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Arbuscular_mycorrhiza_microscope.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Armillaria_ostoyae_MO.jpg']"
Calcium hydroxide,Calcium hydroxide (traditionally called slaked lime) is an inorganic compound with the chemical formula Ca(OH)2.,"['https://upload.wikimedia.org/wikipedia/commons/9/98/CaOH2SEM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Calcium_hydroxide.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Mg%28OH%292Xray.jpg']"
Humidity,Humidity is the concentration of water vapor present in the air.,"['https://upload.wikimedia.org/wikipedia/commons/a/af/Acoustic_guitar_room_at_Guitar_Center_humidified_to_50%25_relative_humidity_in_winter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Antarctic_Air_Visits_Paranal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Australia-9am-daily-humidity-average.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Changes_in_Relative_Humidity.png', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Cloud_forest_mount_kinabalu.jpg']"
Road,A road is a linear way for the conveyance of traffic that mostly has an improved surface for use by vehicles (motorized and non-motorized) and pedestrians.,"['https://upload.wikimedia.org/wikipedia/commons/2/2b/Aab_Pasadena_Highway_Los_Angeles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Baustelle.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Burbank_Ave_I-5_overpass_under_construction_in_Burbank%2C_California.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Cone_penetration_test.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Core_sample.svg']"
Centimetre²,Not found on Wikipedia,['Image not found']
Sunrise,Sunrise (or sunup) is the moment when the upper rim of the Sun appears on the horizon in the morning.,"['https://upload.wikimedia.org/wikipedia/commons/c/c2/2012-10-14_09-02-47_Portugal_Lisboa_Campolide.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/False_Sunrise.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Spring_Lake%2C_New_Jersey_Beach_at_Sunrise.jpg']"
Weed control,"Weed control is a type of pest control, which attempts to stop or reduce growth of weeds, especially noxious weeds, with the aim of reducing their competition with desired flora and fauna including domesticated plants and livestock, and in natural settings preventing non native species competing with native species.Weed control is important in agriculture.","['https://upload.wikimedia.org/wikipedia/commons/c/cb/00DI0874_-_Flickr_-_USDAgov.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/00DI0874_-_Flickr_-_USDAgov.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Dwarswieder.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/France_Loiret_La_Bussiere_Potager_05.jpg']"
Flapping,"Flapping or tapping, also known as alveolar flapping, intervocalic flapping, or t-voicing, is a phonological process found in many varieties of English, especially North American, Cardiff, Ulster, Australian and New Zealand English, whereby the voiceless alveolar stop consonant phoneme /t/ is pronounced as a voiced alveolar flap [ɾ], a sound produced by briefly tapping the alveolar ridge with the tongue, when placed between vowels.","['https://upload.wikimedia.org/wikipedia/commons/c/c0/Audio-input-microphone.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/En-us-latter-ladder-flapped-unflapped.oga', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/En-us-seventy-voiceless-voiced-flapped.oga', 'https://upload.wikimedia.org/wikipedia/commons/4/46/En-us-winter-winner-flapped-unflapped.oga']"
Litudinal wave,Not found on Wikipedia,['Image not found']
Circus skill,Not found on Wikipedia,['Image not found']
Separation process,"A separation process is a method that converts a mixture or a solution of chemical substances into two or more distinct product mixtures,  a scientific process of separating two or more substance in order to obtain purity.","['https://upload.wikimedia.org/wikipedia/commons/f/f9/ChemSepProcDiagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Haber-Bosch-En.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
180 degree angle,Not found on Wikipedia,['Image not found']
K,"K, or k, is the eleventh letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/1/1f/BSL_letter_K.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Backwards_K.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Braille_K.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Capitalis_monumentalis_K.SVG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Electrical energy,"Electrical energy is energy related to forces on electrically-charged particles and the movement of those particles (often electrons in wires, but not always).","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg']"
Precipitation,"In meteorology, precipitation is any product of the condensation of atmospheric water vapor that falls from clouds due to gravitational pull.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/1910-_Portion_of_U.S._experiencing_extreme_precipitation_events_-_chart_-_EPA.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/250mm_Rain_Gauge.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Atlanta_thermal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Cairns_climate.svg']"
15th century,The 15th century was the century which spans the Julian dates from 1 January 1401 (MCDI) to 31 December 1500 (MD).,"['https://upload.wikimedia.org/wikipedia/commons/e/e0/Anonymous_portrait_of_Johannes_Gutenberg_dated_1440%2C_Gutenberg_Museum.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Cacicazgos_mayas_-_es.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Columbus_Taking_Possession.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Conquest_of_Constantinople%2C_Zonaro.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Detail_of_The_Emperor%27s_Approach%2C_Xuande_period.jpg']"
Inflated balloon,Not found on Wikipedia,['Image not found']
Wood,Wood is a structural tissue found in the stems and roots of trees and other woody plants.,"['https://upload.wikimedia.org/wikipedia/commons/4/4b/16_wood_samples.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/600-artist-palette.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Baseball.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/BlkWalnut-x-section.jpg']"
Group A,"Group A is a set of motorsport regulations administered by the FIA covering production derived vehicles intended for competition, usually in touring car racing and rallying.","['https://upload.wikimedia.org/wikipedia/commons/1/17/1986_Bathurst_winning_VK_Commodore_%289693661029%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/2007SubaruImprezaWRC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/2014_Rally_Bohemia_Legend_-_Peugeot_306_S16_Maxi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Amilcare_Ballestrieri_-_Alfa_Romeo_Alfetta_GT_%281975_Rallye_Elba%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/BMW_E30_M3_1.JPG']"
Polyatomic ion,"A polyatomic ion (also known as a molecular ion) is a covalent bonded set of two or more atoms, or of a metal complex, that can be considered to behave as a single unit and that has a net charge that is not zero.","['https://upload.wikimedia.org/wikipedia/commons/7/75/Chlorate-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Chloride-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Chlorite-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Hypochlorite-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Nitrate-ion-elpot.png']"
Onion,"An onion (Allium cepa L., from Latin cepa meaning ""onion""), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus Allium.","['https://upload.wikimedia.org/wikipedia/commons/d/db/%22Oregon_Onion_Market%22_%22Higher_Prices%22_%22Dealer%22_%22I_Guess_We_Had_Better_Let_Go%2C_Boys.%22_3_cent_market_cartoon_in_The_Oregon_Daily_Journal.%2C_February_19%2C_1905%2C_page_22.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/ARS_red_onion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/An_onion%2C_woodcut%2C_1547_Wellcome_L0029214.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Cells_from_a_red_onion_epidermal_peel.tif', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Cipollatropea.jpg']"
Atom,An atom is a particle that consists of a nucleus of protons and neutrons surrounded by a cloud of electrons.,"['https://upload.wikimedia.org/wikipedia/commons/c/c4/Atomic-orbital-clouds_spdf_m0.png', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Atomic_orbital_energy_levels.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Atomic_resolution_Au100.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Binding_energy_curve_-_common_isotopes.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Bohr_atom_animation_2.gif']"
Apricot,"An apricot (US:  (listen), UK:  (listen)) is a fruit, or the tree that bears the fruit, of several species in the genus Prunus.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/Apricot_Etymology_Map.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Apricot_and_cross_section.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Apricot_kernel_%28endocarp_%2B_seed%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Apricots_Drying_In_Cappadocia.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
World War II,"World War II or the Second World War, often abbreviated as WWII or WW2, was a global conflict that lasted from 1939 to 1945.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/2-8_Field_Regt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/228_regiment_in_HK.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/8th_AF_Bombing_Marienburg.JPEG', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/9_Div_Tobruk%28AWM_020779%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/A_Finnish_Maxim_M-32_machine_gun_nest_during_the_Winter_War.jpg']"
Divisibility,Not found on Wikipedia,['Image not found']
Positive force,Not found on Wikipedia,['Image not found']
Philosophy,"Philosophy (from Greek: φιλοσοφία, philosophia, 'love of wisdom') is the systematized study of general and fundamental questions, such as those about existence, reason, knowledge, values, mind, and language.","['https://upload.wikimedia.org/wikipedia/commons/4/49/%22The_School_of_Athens%22_by_Raffaello_Sanzio_da_Urbino.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/%27The_Three_Vinegar_Tasters%27_by_Kano_Isen%27in%2C_c._1802-1816%2C_Honolulu_Museum_of_Art%2C_6156.1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Aristoteles_der_Stagirit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Aristotle%2C_Metaphysics%2C_Incunabulum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Avicenna_Portrait_on_Silver_Vase_-_Museum_at_BuAli_Sina_%28Avicenna%29_Mausoleum_-_Hamadan_-_Western_Iran_%287423560860%29.jpg']"
Laundry,"Laundry refers to the washing of clothing and other textiles, and, more broadly, their drying and ironing as well.","['https://upload.wikimedia.org/wikipedia/commons/4/45/0_Bruxelles_-_Petit_Sablon_-_Blanchisseur.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/94/24_Pesula_Jyv%C3%A4skyl%C3%A4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Brogi%2C_Carlo_%281850-1925%29_-_n._12182_-_Sanremo_-_Popolane_al_lavatojo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Dry_clean_rack.jpg']"
Let him throw stones at the wall,Not found on Wikipedia,['Image not found']
Cartilage,Cartilage is a resilient and smooth type of connective tissue.,"['https://upload.wikimedia.org/wikipedia/commons/f/fc/Cartilage_from_mouse_joint.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Cartilage_polarised.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Cartilage_types.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Hypertrophic_Zone_of_Epiphyseal_Plate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Isotopes of carbon,"Carbon (6C) has 15 known isotopes, from 8C to 22C, of which 12C and 13C are stable.","['https://upload.wikimedia.org/wikipedia/commons/f/fe/Asterisks_2_%28vertical%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Asterisks_one.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Third second,Not found on Wikipedia,['Image not found']
Integrated farming,"Integrated Farming (IF), integrated production or Integrated Farm Management  is a whole farm management system which aims to deliver more sustainable agriculture.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Continuous_learning.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/EISAWheel3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/SA-IF-ICM-IPM-Cube.jpg']"
D,"D, or d, is the fourth letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/4/45/BSL_letter_D.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Boundary_stone_on_the_Demeljoch_-_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Braille_D4.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Capitalis_monumentalis_D.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Watermill,A watermill or water mill is a mill that uses hydropower.,"['https://upload.wikimedia.org/wikipedia/commons/7/79/An_Afghan_Water_Mill_in_Afghanistan_WDL11490.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Braine-le-Ch%C3%A2teau_JPG02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Breastshot_water_wheel_schematic.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/DalgarvenMillBuildings.jpg']"
Brunswick,"Brunswick is the historical English name for the German city of Braunschweig (Low German: Brunswiek, Braunschweig dialect: Bronswiek).","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Chest,Not found on Wikipedia,['Image not found']
Muscle contraction,Muscle contraction is the activation of tension-generating sites within muscle cells.,"['https://upload.wikimedia.org/wikipedia/commons/2/24/1008_Skeletal_Muscle_Contraction.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/1009_Motor_End_Plate_and_Innervation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/1012_Muscle_Twitch_Myogram.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/1013_Summation_Tetanus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/1015_Types_of_Contraction_new.jpg']"
Striated muscle,Not found on Wikipedia,['Image not found']
Location,"In geography, location or place are used to denote a region (point, line, or area) on Earth's surface.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Negative charge,Not found on Wikipedia,['Image not found']
Food habits,Not found on Wikipedia,['Image not found']
Darkness,"Darkness, the direct opposite of lightness, is defined as a lack of illumination, an absence of visible light, or a surface that absorbs light, such as black.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Creation_of_Light.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Dividing_Light_from_Darkness.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Safety device,Not found on Wikipedia,['Image not found']
Liquid,A liquid is a nearly incompressible fluid that conforms to the shape of its container but retains a nearly constant volume independent of pressure.,"['https://upload.wikimedia.org/wikipedia/commons/4/43/2006-01-14_Surface_waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Blue_Lava_lamp.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Cavitating-prop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Hot_and_cold_water_immiscibility_thermal_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Lennard-Jones_Radial_Distribution_Function.svg']"
Ceiling,A ceiling  is an overhead interior surface that covers the upper limits of a room.,"['https://upload.wikimedia.org/wikipedia/commons/c/cd/18_Calea_Doroban%C8%9Bilor%2C_Bucharest_%2827%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/California_Mid-Century_Modern_Home_with_open-beam_ceiling_1960.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Cathedral_of_Christ_the_Saviour_in_Moscow_06.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Epithelium barrier,Not found on Wikipedia,['Image not found']
Metre s–1,Not found on Wikipedia,['Image not found']
Combination comb,Not found on Wikipedia,['Image not found']
Law of chemical combination,Not found on Wikipedia,['Image not found']
Breed,"A breed is a specific group of domestic animals having homogeneous appearance (phenotype), homogeneous behavior, and/or other characteristics that distinguish it from other organisms of the same species.","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Braunvieh_am_Simplonpass%2C_Schweiz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Pig_USDA01c0116.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/USDA_ARS_Meishan_pig-Cropped.jpg']"
Lipid,"Lipids are a broad group of naturally-occurring molecules which includes fats, waxes, sterols, fat-soluble vitamins (such as vitamins A, D, E and K), monoglycerides, diglycerides, phospholipids, and others.","['https://upload.wikimedia.org/wikipedia/commons/9/9a/Cholesterol.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Common_lipids_lmaps.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Fat_triglyceride_shorthand_formula.PNG', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg']"
Slinky,The Slinky is a helical spring toy invented by Richard T. James in the early 1940s.,"['https://upload.wikimedia.org/wikipedia/commons/f/f3/2006-02-04_Metal_spiral.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Slinky_rainbow.jpg']"
Empty box,Not found on Wikipedia,['Image not found']
Tea,"Tea is an aromatic beverage prepared by pouring hot or boiling water over cured or fresh leaves of Camellia sinensis, an evergreen shrub native to East Asia which probably originated in the borderlands of southwestern China and northern Myanmar.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/04_Zhejiang_tea_05.1987_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/2DU_Kenya16_%285367334314%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Camellia_sinensis_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-025.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Ch%C3%A1Gorreana360.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
